Wavenumber,1-ocp_02_bc_cons,10--1_2v_01_bc_cons,11--1_3v_01_bc_cons,12--1_4v_01_bc_cons,13--1_5v_01_bc_cons,14--1_6v_01_bc_cons,15--1_7v_01_bc_cons,16--1_8v_01_bc_cons,17--1_9v_01_bc_cons,18--1_7v-b_01_bc_cons,18--1_8v-b_01_bc_cons,19--1_6v-b_01_bc_cons,2--0_4v_01_bc_cons,20--1_5v-b_01_bc_cons,21--1_4v-b_01_bc_cons,22--1_3v-b_01_bc_cons,23--1_2v-b_01_bc_cons,24--1_1v-b_01_bc_cons,25--1v-b_01_bc_cons,26--0_9v-b_01_bc_cons,27--0_8v-b_01_bc_cons,28--0_7v-b_01_bc_cons,29--0_6v-b_01_bc_cons,3--0_5v_01_bc_cons,30--0_5v-b_01_bc_cons,31--0_4v-b_01_bc_cons,32--ocp-b_01_bc_cons,34--2v-b_01_bc_cons,4--0_6v_01_bc_cons,5--0_7v_01_bc_cons,6--0_8v_01_bc_cons,7--0_9v_01_bc_cons,8--1v_01_bc_cons,9--1_1v_01_bc_cons
20.0,195.45839973230022,208.26227057435653,205.91588028161868,187.7858554987606,183.71513210962598,181.69475058976695,200.03590934358454,197.28622039942456,196.21522615579852,142.8018412130034,140.74787132036613,130.81528973183754,190.02022761450894,119.87597454920478,120.77541915371103,114.066074695711,127.94767167203145,110.51987743415248,125.4197036405576,95.23321850993216,96.30261650224611,87.76312171582049,120.35362994877596,219.35246403900555,76.83977945848892,87.9320502174428,127.48517687582921,59.99854082639797,246.2151802378039,268.1109919412397,251.19476491718433,205.3812717600099,210.07928917983145,227.9067464382765
20.260521042084168,183.64633834551842,190.68602871764233,190.31442785429044,172.32041874159404,170.07430390945,168.52068549731894,187.16955888776783,192.68972699333517,182.51314382521105,136.27064841573952,138.98719948347411,122.04330492982058,176.08802592772145,108.7872751294517,116.83852319879657,106.85923470296075,119.42552150008305,105.75867610918863,119.49026268075659,85.85306028735795,93.95792975773179,87.02826150007877,117.01885570145578,208.49508741163527,62.16284502353187,80.1210699827011,120.34996553681026,55.43039533832166,231.70234771957803,255.90366238926708,250.04907131965638,189.44409810741809,195.97442513136775,218.16005014917982
20.521042084168336,161.94986493706324,181.53037103067845,182.74301139467798,153.8159630031996,151.94220116225483,152.00020454892865,160.6670730810456,162.99490155779904,161.12759658829964,111.08445989142365,137.21881172805183,111.13078099890686,163.35501611487575,106.71888266711608,111.66509318036788,110.8367012415481,103.42483258044626,93.60141875776662,109.49416388620557,74.14751007223663,96.16975960659897,78.91175105816728,104.77041059819612,180.65053528797125,62.109898575058196,84.16322564274856,121.97465405410344,50.60638475363248,218.1079965787876,238.26939813771287,225.07809960008717,194.06470009716986,183.39929647699637,205.33225384783873
20.781563126252504,163.85805412124637,165.42944377725598,166.71366571568933,134.65655811282613,143.37251392085795,134.8241992311382,156.35884517785598,159.4101021363599,127.66401429879761,90.17725775175109,118.26026000121897,98.39886557651153,150.04966760834304,93.32092323388702,91.148802364934,78.29734795270406,93.14709561536301,83.25376538390469,91.61611630639709,76.98811438921621,80.8276081082256,66.21793337281474,91.17818646426485,158.53050162039062,37.47226441730709,71.63971131195353,100.61547078820149,45.70839112517922,184.9236627657442,197.22369703055983,186.44573875667902,147.88335943940683,182.29689534669114,148.95291287289365
21.04208416833667,141.55655542523073,145.73828524928103,134.67559606113764,122.78850546013246,139.11377478022064,127.50307558729901,141.65830609273007,151.87492524197614,131.60505879974517,97.91144978271245,95.41120348045024,91.96810057132143,135.63886277746224,83.03158826880372,85.53448648788617,72.38991679564424,76.62213260821477,81.70315693087787,78.86444664729993,69.47917493029308,67.06853277130517,69.46012448394049,75.71568680067412,147.8063819929207,42.85957020900128,65.75806329408488,98.59253545008619,44.09236745812177,164.8108594836226,173.08098350065438,167.62032736404308,136.62011744721076,152.98577214943725,136.6529226289913
21.302605210420843,126.62977107161964,130.85217029300838,115.32748532579444,117.60391384328659,128.0648243679966,120.56777961899479,128.36411529288534,139.46115089827617,129.54434590830942,98.52772637623957,88.09466878998046,88.7794450093104,121.16370510979868,74.62627558724034,80.96348404389141,71.57997399276496,71.18244990166068,76.02037340004563,70.65171180919356,62.31707552431203,55.39469917127667,63.874252504720516,66.30181424183729,133.5432583380193,43.27724283213911,55.319958894978754,95.34117285460002,40.62680333934486,155.60848915283123,157.93344341610327,155.19012476447324,132.30706505643275,127.27212324503944,133.97788229655816
21.56312625250501,130.33821542472015,124.17031928923143,116.15321370745141,113.71727388806994,107.82477461205531,108.80144098164669,120.33079979961076,122.87970098966434,104.57777217058947,78.34109022794473,98.75479596541095,86.0481973129431,108.165840424713,66.1354123258468,72.10864846184472,64.60573232259367,78.86525475702888,60.489146848865175,65.96749688594286,59.728775554890035,45.78361721318902,42.26794450676016,66.52524515647474,111.15013723847005,27.660810419678455,38.96779309909425,82.15922286337059,33.52233977237222,151.99110826854485,145.79166224588334,142.9843995833321,121.56151205334118,119.19446377027589,124.50714910336228
21.82364729458918,120.38564308858622,119.59158030525168,91.99056166287892,81.82624997053153,98.67674992181855,91.23585611293447,103.38634075167647,108.98486940834027,92.90736558974231,68.49909575554284,81.7877698433208,77.1618515032917,102.40612638350672,49.942245784964825,71.05221937457713,52.946155942277755,58.02701993882715,41.82356773987385,60.91634008680012,53.108422964687634,36.62162214468276,39.405010679520956,72.92272349706718,100.18295208736617,40.1655741734985,43.46719780572016,72.21048955416677,28.23568730886211,130.00837451940197,126.64822374654887,136.97493150868786,113.58092507965557,111.84503753360923,119.99706940307806
22.084168336673347,101.06032695866065,107.69820574614369,88.45946208260693,78.38139183421936,93.59100944698207,88.00227771972914,95.36041642555938,99.4168667462036,74.79086365196736,57.60533546299962,75.94675658854885,69.80687288851686,87.49357842958557,56.53223708768405,63.01492371904328,41.68162787930123,53.12493704019221,45.19272881016718,42.26698772494501,48.22683981998898,35.865025822496364,39.72470779466903,51.78749953236229,84.43464182733442,26.470468130777817,29.89680259894203,63.94327212972712,28.485636324600023,111.40152443200986,128.12786445230313,120.99578682739184,101.8842432423071,94.13384697460106,108.24631137789856
22.344689378757515,94.17128421888265,96.28628553713543,81.91628370967373,78.19231720954895,86.22998458976008,85.35801854214992,88.53151062553752,92.07514899509351,67.57436134653608,56.14996049165825,66.28334620875944,60.36707700271859,79.00460267094445,55.238134848105574,57.0994774142182,40.59826958552185,44.74502274883798,52.31826790106993,39.875597822362124,41.9787373077927,31.361811584229372,36.204383494972944,35.84598577085853,87.2686872566569,17.223238035067652,25.26005247076887,55.80405246399209,27.724931568295347,100.44698552547152,122.24968388563684,113.45159246078902,88.66195000345488,79.2655628399607,98.74961027650852
