Wavenumber,1-ocp_02_bc,10--1_2v_01_bc,11--1_3v_01_bc,12--1_4v_01_bc,13--1_5v_01_bc,14--1_6v_01_bc,15--1_7v_01_bc,16--1_8v_01_bc,17--1_9v_01_bc,18--1_7v-b_01_bc,18--1_8v-b_01_bc,19--1_6v-b_01_bc,2--0_4v_01_bc,20--1_5v-b_01_bc,21--1_4v-b_01_bc,22--1_3v-b_01_bc,23--1_2v-b_01_bc,24--1_1v-b_01_bc,25--1v-b_01_bc,26--0_9v-b_01_bc,27--0_8v-b_01_bc,28--0_7v-b_01_bc,29--0_6v-b_01_bc,3--0_5v_01_bc,30--0_5v-b_01_bc,31--0_4v-b_01_bc,32--ocp-b_01_bc,34--2v-b_01_bc,4--0_6v_01_bc,5--0_7v_01_bc,6--0_8v_01_bc,7--0_9v_01_bc,8--1v_01_bc,9--1_1v_01_bc
20.0,81.20181894689676,97.42135877348255,93.41654795396607,87.352188655178,83.25636765822446,77.98983606244428,83.75564190313708,80.90046463816225,82.58734755181467,68.9634932048391,64.6068053678548,61.409516436337526,77.53425445607672,57.0456267961049,63.52201604299876,60.23166765872588,63.184236818763566,58.82307753677742,63.602408247258836,53.46401851817018,57.06540455258619,51.62297400635134,61.11400019592884,96.88273439246223,42.38521042315733,43.091982930301356,51.2317963958908,23.736966455016614,103.53051132807332,122.97032019127892,113.95257717700315,94.78314241381759,97.40676456934762,107.58957628486041
20.260521042084168,74.60125419466112,85.17358035611414,83.1372831112908,76.66987965691624,74.35306238372004,69.59975439000209,76.21389912305267,81.58381530497263,74.0679077459049,66.0762048844615,66.46247263330088,56.00070442599599,68.67158241085826,48.99880804485906,62.527879415873485,55.80673174929052,57.96380332681338,56.81362474780394,60.89387742822828,46.44135150147099,57.05613246428993,53.17279442947142,61.00350335591793,91.67815181342803,29.900407126693153,37.573389076332205,47.55703324995147,20.803669788773504,95.52000430056569,117.56129591560648,119.24850931721039,84.14832765000983,88.68014513178105,103.6435331761977
20.521042084168336,58.11017245467792,81.33899482931656,80.88098002829292,62.9419262197589,60.952177721615044,57.85737456958486,55.02972026666566,57.162752414750685,57.858781863192235,44.528675856985956,68.30552747706383,48.44669205747641,61.00228217497079,49.96796265872558,60.29235288097584,62.56149575805307,45.26001809273089,47.40361695210254,54.11383621929485,37.0891895936777,61.59898515885584,47.336993920414216,51.974673057171,69.47907823747437,32.03634370019131,43.90465220642204,52.63832522439702,17.612729400751505,88.42018123304251,106.71601901739677,100.7105330677391,94.06410852682075,81.47587884199766,96.60822221003173
20.781563126252504,65.2114914395379,70.54430109523946,70.15253426836898,48.5457321183967,57.10103769042735,45.44764864380477,56.02715083851581,58.83950099914591,29.559120027386143,27.249591629864653,52.948573085117005,39.06393857127637,52.748958246718985,39.59884422699565,42.70420256416787,32.79018268342361,38.26951284930783,39.79417136307234,39.44209994404355,42.27494348645132,48.579024214066294,36.9158993232777,41.59268894415936,52.989835857096296,9.581071280774722,33.66365702494477,34.728022006316905,14.344238549980446,61.714714597073,72.44058442085816,68.4938302409978,53.163523705016814,85.72951610728524,46.00494567945134
21.04208416833667,48.08466391023944,56.13703724256766,43.39394800860282,41.42089925805385,57.54175890165925,42.87499622974292,46.61324125044621,56.547489049156866,38.645258425568954,38.59602908329157,33.68626543795335,35.968274120469005,43.37258912774519,32.32523199125717,40.003307013080075,29.636833733601406,25.01721485414714,40.96814943658819,29.882065452862435,37.098752781152825,37.12881367882096,42.418770045905376,29.32630009013019,47.87440651400584,17.140917342295324,30.054594346996964,36.14232686053833,14.352352935800127,48.05719309886581,55.039936055959515,56.05796792720912,47.15930017221763,61.752111509486895,39.45626656468221
21.302605210420843,38.30784973109553,46.50493201477866,29.29664584669672,40.95281259919739,51.16671929210088,40.66434019815961,38.580236280607096,49.35229105351846,41.7044651079309,42.80332723987226,29.936586091728714,36.09592849594924,33.90834009217315,26.918080358944735,38.32601256565181,31.562288578022844,22.830706065604318,37.99172080157723,24.8413345235017,32.252809709459825,27.745984063463766,39.07744619716391,23.089621317930323,39.19042667867279,19.718001020927204,21.875768309565956,36.31262367368117,12.50375818181169,45.27855284251382,46.596726593271796,49.982392440721924,48.07617484240336,41.34230804514846,42.499415192550714
21.56312625250501,47.13528777669717,45.039623619848044,35.33721604226639,41.74921849028033,35.568520892628385,33.592751824353854,35.776220108857615,37.95858817719363,21.82625864679676,26.18110707620758,44.13860373740454,36.657454945292784,25.89189105038463,21.40334741448146,32.34014767146709,27.300010061400826,33.742249990900746,25.14397526490484,23.304518020263004,31.959856302073376,20.403478354861136,19.695430171333555,26.466517685745202,22.339429263708553,6.244528363520658,7.766175855802203,26.532785470121325,7.007284609184353,48.045352074048424,41.1119682598287,44.0875251647185,42.52406877834392,38.531025714275984,38.705348870983926
21.82364729458918,42.2644308187746,45.632349057903866,16.34612499616651,14.501016979059841,31.023735887148632,20.685936003643747,24.022708534285357,29.21440392418708,15.206256417895474,19.871508097654214,30.683408940521076,31.03558647609111,25.078112541702467,8.159790159000977,34.122895320047064,18.324187535124793,16.103358188391212,9.134331576062777,21.371164288097816,27.609801459075697,13.483041113918944,19.03237381759709,35.98890340960452,16.869851081344223,20.872461768295125,14.488032917730834,19.962623360621365,3.3178266929830897,32.39922108537485,28.568637889686215,44.33626882810586,39.69302438498835,36.402886477183074,39.8219802133508
22.084168336673347,27.977216946991575,38.85772108938045,17.935963810725298,15.651974156529377,30.496042494744415,22.069026601509904,21.142893622875818,24.753656412206055,2.0957693568043396,12.472688316664517,28.31903924531707,26.912012600056414,15.070017232256987,17.668362657091166,28.88989934967094,9.710407455226687,14.366234778766511,15.127191510617195,5.805014825864646,24.969206408163245,14.936376086284099,21.523358846888186,17.945177380776386,6.5671223488275245,9.277391516666057,3.116547279678116,15.04642449784592,5.1523561319841065,20.073337297826583,36.5818351717071,34.55378692392651,33.094525174244154,23.860245612965173,33.63951254838639
22.344689378757515,26.076298922243495,32.50416075054909,16.455747548611726,20.004918576645196,27.64126594533127,23.993201415902604,19.408759535396257,22.469492448824894,-0.16554477843737914,14.469349501130864,22.091932500102075,20.665760372033674,11.437993139028094,19.257300709578203,25.73876439337414,11.239980318865264,9.111896658919477,24.839495448028174,6.457208673367177,20.928502540929458,12.6068470911232,20.141541525506454,5.056870623747727,14.787206434770269,2.1037015314204837,0.6517303893967892,10.226644468029917,5.961798149311221,15.336048520059649,37.161002567352625,33.13577741277868,24.911569258841155,14.10010244609748,29.644184083553228
