Wavenumber,1-ocp_02,10--1_2v_01,11--1_3v_01,12--1_4v_01,13--1_5v_01,14--1_6v_01,15--1_7v_01,16--1_8v_01,17--1_9v_01,18--1_7v-b_01,18--1_8v-b_01,19--1_6v-b_01,2--0_4v_01,20--1_5v-b_01,21--1_4v-b_01,22--1_3v-b_01,23--1_2v-b_01,24--1_1v-b_01,25--1v-b_01,26--0_9v-b_01,27--0_8v-b_01,28--0_7v-b_01,29--0_6v-b_01,3--0_5v_01,30--0_5v-b_01,31--0_4v-b_01,32--ocp-b_01,34--2v-b_01,4--0_6v_01,5--0_7v_01,6--0_8v_01,7--0_9v_01,8--1v_01,9--1_1v_01
70.3489,1192.43,1444.01,1334.71,1299.44,1273.68,1230.59,1252.14,1203.74,1184.12,1035.58,1052.07,1013.19,1319.06,984.182,967.088,962.394,1015,979.848,1018.61,952.884,978.765,1031.61,1561.74,1427.76,1024.03,1022.94,1003.8,368.827,1649.37,1902.04,1618.56,1449.43,1465.2,1435.35
70.6858,1187.86,1440.43,1334.37,1295.48,1264.9,1235.89,1262.5,1212.54,1196.52,1030.51,1055.91,1002.58,1301.74,975.133,968.633,969.114,1009.8,985.005,1001.62,956.473,955.992,1022.57,1556.72,1434.77,1025.94,1020.16,1024.37,366.698,1672.53,1875.39,1616.67,1431.64,1483.89,1440.55
71.0226,1180.12,1436.17,1325.3,1299.54,1251.99,1227.07,1244.52,1207.69,1177.47,1016.88,1044.69,994.848,1309.05,967.521,960.659,976.068,1017.96,972.456,993.523,950.306,962.705,1021.93,1558.24,1427.26,1013.51,1027.95,1011.7,361.15,1661.53,1892.19,1627.1,1446.16,1475.18,1432.08
71.361,1181.49,1422.34,1323.16,1303.78,1246.13,1225.31,1238.18,1204.48,1175.6,1024.78,1054.39,986.022,1289.34,977.356,941.969,957.977,1007.69,976.152,1003.84,943.052,964.838,1010.34,1549.81,1437.15,1023.58,1027.43,1010.34,361.814,1650.07,1903.56,1609.03,1424.63,1486.01,1419.93
71.6978,1188.91,1439.8,1322.36,1311.89,1254.97,1232.71,1244.14,1198.89,1182.17,1001.79,1047.51,993.603,1288.9,951.245,953.05,962.436,1007.44,971.1,996.009,942.46,965.204,1013.82,1548.83,1410.56,1023.33,1024.05,1016.59,364.373,1649.19,1893.71,1602.74,1435.23,1470.97,1424.4
72.0346,1175.01,1421.39,1325.63,1291.34,1247.67,1216.27,1235.04,1190.77,1169.95,1015.97,1046.16,1004.66,1297.6,962.069,961.227,969.528,996.356,969.047,997.559,935.843,954.129,1014.16,1554.32,1431.13,1020.06,1018.49,1010.55,362.355,1651.77,1901.28,1601.12,1423.8,1465.42,1419.71
72.3714,1177.44,1428.83,1318.29,1287.37,1234.21,1211.36,1240.95,1204.02,1174.31,1012.41,1034.3,987.753,1301.09,960.449,956.48,961.652,989.317,970.192,1002.43,944.572,950.105,1017.1,1544.66,1421.01,1020.23,1017.94,1020.47,366.618,1643.17,1880.24,1593.37,1430.63,1459.86,1424.38
72.7097,1183.63,1411.44,1312.57,1296.09,1234.63,1196.5,1230.42,1189.77,1170.28,1010.44,1044.72,980.489,1293.21,963.41,939.595,958.599,986.382,972.551,990.712,935.385,940.557,1015.97,1559.02,1424.31,1015.49,1018.26,1002.86,359.865,1655.48,1879.91,1594.38,1438.02,1463.52,1422.86
73.0465,1180.88,1411.12,1310.56,1290.47,1241.03,1205.18,1235.01,1179.8,1171.74,993.714,1032.21,979.76,1277.12,957.867,940.786,949.086,984.09,962.438,981.324,927.314,944.996,994.676,1533.69,1427.84,1008.99,1018.73,1001.65,361.952,1653.98,1882.78,1595.04,1429.28,1454.66,1408.71
73.3832,1174.93,1423.27,1309.21,1291.28,1222.69,1211.63,1218.84,1175.17,1155.8,1015.62,1030.06,983.859,1293.56,951.493,951.132,926.948,987.108,964.127,983.498,944.875,940.784,1001.91,1540.94,1428.8,1009.13,1002.99,1012.01,362.284,1653.44,1882.17,1595.33,1420.02,1450.58,1411.84
73.7199,1182.29,1419.4,1295.31,1287.96,1220.32,1214.55,1225.5,1175.31,1154.37,999.704,1029.79,978.4,1284.47,954.449,951.921,954.208,990.196,963.837,985.622,921.711,937.478,1003.68,1541.08,1427.58,1009.45,1014.99,1001.15,361.078,1650.13,1886.99,1589.83,1430.59,1454.06,1406.88
74.0566,1158.56,1409.46,1297.13,1286.9,1214.9,1186.13,1223.93,1175.89,1150.37,987.476,1017.69,975.436,1279.91,959.303,952.682,941.124,982.419,950.996,979.53,934.382,927.639,995.903,1542.25,1409.82,1003.85,1001.32,1009.75,356.849,1635.2,1890.8,1596.79,1411.63,1456.53,1407.17
74.3949,1186.45,1397.54,1295.31,1276.88,1223.78,1196.32,1214.27,1181.27,1151.77,996.917,1020.76,976.687,1296.75,941.767,945.259,945.5,979.336,953.206,972.111,925.27,944.536,990.294,1534.93,1411.99,994.629,1018.59,1001.97,358.596,1644.99,1876.91,1589.12,1407.17,1446.07,1405.24
74.7316,1178.86,1399.46,1300.84,1274.83,1224.01,1189.94,1207.28,1177.66,1140.81,1003.9,1025.57,979.091,1292.41,947.422,943.69,939.716,977.646,946.459,966.087,921.052,938.632,1000.28,1548.29,1424.38,1005.46,1011.84,998.599,358.595,1645.83,1883.16,1602.6,1412.1,1433.18,1398.86
75.0682,1176.24,1398.6,1300.61,1282.79,1226.68,1191.41,1221.27,1160.47,1148.43,994.325,1019.85,965.913,1279.78,947.854,938.102,948.094,972.293,951.706,972.053,906.198,924.859,999.021,1522.25,1413.89,999.743,1017.92,1003.84,354.918,1634.7,1877.77,1579.31,1410.76,1451.58,1381.87
75.4049,1174.3,1401.53,1285.63,1280.09,1210.77,1184.17,1200.18,1152.28,1158.77,988.112,1002.92,962.235,1281.78,942.377,938.886,926.61,971.262,952.366,970.299,925.768,937.683,985.704,1527.18,1418.74,1008.45,1005.68,1001.11,354.204,1639.35,1876.21,1580.98,1396.35,1438.84,1395.15
75.7415,1175.77,1401.11,1273.82,1271.17,1226.42,1182.27,1200.67,1155.2,1145.93,997.232,1009.38,976.178,1282.24,929.859,935.033,939.604,972.569,947.304,967.275,908.565,929.739,991.096,1525.5,1409.29,992.78,1023.46,991.698,348.772,1642.8,1866.22,1584.94,1391.84,1445.74,1409.53
76.0797,1183.98,1381.69,1287.64,1274.53,1205.62,1187.82,1199.37,1160.04,1147.05,989.151,1004.06,956.079,1281.39,928.179,919.4,934.673,962.694,952.472,974.72,914.83,922.526,987.588,1521.67,1419.81,990.594,994.924,1012.72,350.803,1643.13,1875.12,1567.73,1408.74,1436.04,1388.18
76.4163,1172.43,1387.87,1284.35,1262.59,1203.2,1184.81,1192.5,1150.91,1144.89,981.75,1007.48,955.301,1261.51,927.77,923.442,928.371,961.793,938.951,949.651,906.61,909.616,984.035,1513.62,1399.77,995.456,1004.95,997.139,354.661,1646.59,1869.61,1563.15,1390.15,1431.75,1394.24
76.7529,1162.94,1378.22,1286.15,1266.07,1208.26,1175.32,1208.38,1147.07,1142.51,986.727,1016.3,964.971,1276.17,924.944,916.891,917.492,959.682,937.805,952.59,893.572,916.41,983.963,1535.92,1414.88,996.584,1007.76,1002.47,351.347,1647.95,1863.59,1566.57,1387.12,1419.09,1383.63
77.0895,1167.91,1378.61,1275.36,1247.6,1193.63,1164.3,1188.94,1147.84,1134.14,981.973,1002.77,946.396,1272.72,927.646,923.679,926.924,964.184,934.256,951.203,903.968,910.939,980.771,1510.94,1403.25,1001.08,1008.29,996.155,353.486,1629.33,1877.77,1565.63,1398.32,1426.81,1379.33
77.4261,1180.71,1371.58,1268.33,1246.57,1199.7,1184.19,1189.12,1148.85,1123.97,977.45,994.639,955.334,1277.1,932.136,918.914,930.333,967.113,932.016,946.199,907.135,907.495,979.854,1522.67,1388.41,996.201,1003.89,990.792,353.743,1631.45,1870.88,1575.92,1370.02,1414.13,1379.27
77.7626,1161.98,1385.7,1258.87,1258.63,1193.48,1175.08,1190.23,1145.27,1133.37,981.06,998.852,944.996,1280.75,929.849,921.554,917.708,944.275,926.483,949.083,902.08,916.746,980.459,1528.99,1409.26,987.311,990.917,993.923,352.345,1619.63,1876.89,1563.97,1374.28,1426.33,1376.32
78.0992,1168.18,1378.95,1261.48,1256.79,1197.04,1168.42,1185.86,1150.03,1134.28,969.798,1005.63,954.889,1270.98,922.787,920.382,927.356,955.731,928.558,953.687,893.57,903.069,962.584,1508.32,1405.28,980.739,998.413,993.604,354.927,1617.25,1863.73,1560.5,1392.18,1425.12,1386.77
78.4357,1177.14,1349.46,1270.22,1252.3,1185.08,1162.71,1195.54,1145.4,1125.07,964.418,994.481,951.19,1287.65,929.184,918.001,923.052,962.734,929.906,957.083,887.698,904.773,971.633,1513.49,1402.61,998.81,1004.1,998.209,356.306,1629.05,1870.51,1566.4,1385.66,1429.43,1377.24
78.7737,1173.79,1378.96,1261.1,1249.32,1192.43,1168.74,1178.12,1141.44,1108.01,971.144,991.228,943.363,1277.7,909.327,925.684,909.207,954.908,915.942,957.313,894.174,899.706,971.384,1503.92,1389.55,977.277,994.596,990.988,352.979,1609.87,1868.44,1564.53,1388.34,1408.91,1369.46
79.1102,1175.05,1376.15,1255.51,1248.42,1186.84,1165.19,1180.1,1144.14,1108.9,963.736,989.594,949.063,1270.31,913.943,917.311,904.442,963.495,924.287,929.338,889.408,906.486,954.114,1516.86,1395.99,994.886,996.209,990.917,354.56,1616.45,1843.88,1552.34,1376.03,1408.86,1375.3
79.4467,1171.06,1368.78,1258.73,1244.3,1179.84,1157.47,1179.84,1145.08,1121.99,966.6,1004.73,934.489,1274.61,914.885,903.219,911.156,957.7,913.201,940.743,889.628,901.655,978.266,1516.23,1393.79,984.641,994.382,998.592,347.336,1622.91,1857.31,1566.26,1382.13,1396.8,1366.25
79.7832,1166.14,1349.77,1246.59,1249.24,1172.51,1165.54,1172.15,1133.55,1110.34,971.561,1000.66,945.705,1270.76,909.027,903.495,915.28,951.357,905.419,936.806,884.855,895.317,952.8,1516.93,1384.89,979.257,995.131,1004.27,353.196,1613.62,1862.79,1542.18,1373.94,1411.58,1358.31
80.1197,1146.48,1369.76,1265.27,1232.45,1173.65,1155.62,1180.99,1129.64,1117.62,980.187,990.648,938.585,1262.27,914.417,900.589,908.405,949.045,912.012,933.895,887.002,903.355,953.975,1508.76,1378.06,983.314,992.211,974.536,349.174,1613.61,1854.68,1545.55,1370,1398.62,1355.57
80.4561,1170.28,1351.21,1260.56,1237.72,1189.28,1157.54,1170.16,1126.17,1107.89,963.396,983.231,933.943,1267.78,913.386,895.715,910.02,941.276,908.818,945.844,885.737,889.825,962.554,1508.69,1380.66,985.395,995.974,989.602,350.304,1596.8,1857.31,1550.76,1363.83,1406.26,1364.91
80.7925,1159.42,1348.83,1255.8,1241.74,1180.81,1154.73,1169.51,1129.13,1102.09,966.04,983.106,931.067,1281.88,906.188,902.944,900.66,942.725,901.501,928.062,879.027,897.896,946.691,1514.08,1380.56,976.016,980.342,998.851,360.192,1611.67,1851.44,1540.88,1362.89,1408.08,1356.4
81.1289,1154.16,1358.29,1241.87,1225.41,1185.64,1146.23,1176.87,1114.39,1109.94,961.317,980.541,924.671,1259.77,907.73,906.168,899.921,931.88,913.858,927.675,878.774,885.983,956.751,1497.54,1366.7,978.018,987.389,990.273,343.988,1592.34,1841.65,1554.14,1364.9,1393.74,1360.21
81.4653,1159.79,1345.96,1241.22,1214.68,1179.97,1150.9,1166.39,1117.87,1103.7,955.961,978.781,929.897,1257.2,898.788,882.693,899.629,924.131,908.517,926.413,868.64,894.464,952.477,1492.85,1367.1,968.452,991.153,983.226,352.885,1590.5,1855.95,1546.06,1365.54,1401.09,1349.8
81.8017,1149.89,1348,1238.74,1234.9,1177.26,1159.85,1165.86,1112.91,1102.7,952.737,983.354,934.966,1261.07,903.869,911.914,898.346,933.165,906.751,931.124,873.132,889.221,947.454,1488.36,1373.57,970.987,994.64,990.558,348.196,1596.42,1857.21,1568.32,1365.53,1390.02,1364.81
82.1381,1154.13,1348.08,1241.39,1225.54,1173.45,1147.29,1178.85,1122.08,1101.08,947.812,976.137,928.248,1249.67,901.604,895.242,895.602,945.651,898.363,930.409,871.238,885.041,944.931,1499.07,1375.09,971.936,981.178,980.818,350.224,1591.49,1834.53,1532.44,1353.85,1397.65,1354.57
82.4745,1157.52,1339.04,1240.06,1227.71,1166.28,1129.69,1152,1120.57,1099.69,954.043,980.197,936.406,1243.42,906.893,897.175,902.573,929.088,902.573,928.128,868.381,885.177,943.725,1488.29,1370.72,971.319,979.358,988.476,350.688,1611.15,1823.38,1544.44,1382.11,1381.03,1331.24
82.8108,1158.89,1339.03,1247.76,1230.13,1182.52,1139.1,1170.65,1110.32,1095.57,955.009,982.234,923.588,1250.88,896.243,892.406,887.968,927.425,902.48,914.473,871.897,875.735,952.011,1501.41,1363.73,966.643,989.31,973.239,344.082,1598.08,1854.37,1535.47,1362.77,1397.55,1342.39
83.1471,1150,1350.82,1242.08,1232.49,1168.47,1151.2,1170.26,1123.15,1091.14,946.666,969.925,926.764,1255.87,896.672,886.241,893.315,927.484,901.108,927.604,872.333,880.007,939.593,1468.68,1369.17,965.489,990.906,994.383,344.21,1571.42,1843.34,1529.1,1362.09,1394.58,1338.83
83.4835,1156.78,1335.73,1232.05,1221.14,1161.93,1149.35,1172.24,1114.35,1091.21,945.583,968.716,917.295,1256.5,887.21,875.224,885.293,912.621,896.919,922.689,875.344,869.111,940.189,1470.57,1372.05,962.363,980.942,978.664,348.675,1576.77,1842.5,1534.1,1341.24,1383.43,1341.6
83.8198,1157.17,1333.57,1232.54,1225.47,1170.35,1150.57,1149.86,1110.43,1079.03,949.005,978.006,910.896,1250.4,900.95,888.127,889.805,930.07,885.371,918.806,856.969,881.895,938.22,1489.96,1356.7,958.952,984.238,975.849,349.451,1591.1,1832.22,1520.88,1359.69,1386.9,1343.99
84.156,1147.69,1341.09,1232.29,1218.63,1155.12,1138.7,1159.79,1111.02,1097.84,946.503,977.058,920.261,1257.93,906.002,889.106,890.904,914.629,903.485,907.799,862.745,870.413,935.479,1475.89,1372,962.44,986.405,982.211,345.937,1590.09,1842.2,1530.41,1348.76,1381.47,1332.22
84.4923,1147.15,1321,1231.86,1214.6,1161.52,1143.07,1148.7,1106.05,1092.63,937.463,964.063,922.246,1242.04,896.724,882.107,886.3,921.767,898.881,905.352,865.332,873.12,930.993,1475.81,1340.53,958.431,986.948,985.391,342.922,1578.61,1831.31,1528.41,1350.6,1382.35,1338.86
84.8286,1144.37,1330.08,1214.7,1221.05,1157.55,1137.54,1142.33,1099.08,1090.33,942.595,962.724,917.673,1234.35,897.185,877.175,884.604,907.489,891.553,913.839,860.042,869.267,926.42,1489.2,1352.61,956.733,969.554,977.701,342.555,1566.6,1826.96,1528.98,1331.28,1387.35,1336.91
85.1648,1153.47,1325.88,1209.3,1226.68,1148.8,1149.87,1139.69,1104.46,1092.84,953.855,968.592,907.007,1252.92,891.91,875.016,885.56,921.624,897.901,903.532,860.997,875.974,927.256,1480.93,1354.16,967.514,980.214,979.975,347.586,1580.01,1848.28,1523.34,1338.7,1389.15,1333.31
85.501,1146.89,1334.28,1219.97,1213.98,1154.08,1130.47,1150.96,1110.94,1076.07,941.281,968.12,910.967,1236.39,885.326,883.769,885.806,918.396,885.326,914.322,848.423,863.64,930.018,1485.13,1343.51,952.064,977.106,973.272,344.953,1572.48,1838.95,1528.14,1335.84,1382.45,1332
85.8373,1157.82,1320.29,1215.45,1207.54,1147.03,1118.52,1133.85,1098.39,1092.87,934.712,959.635,906.794,1229.59,881.273,877.439,880.314,916.739,888.222,911.108,857.788,869.65,933.873,1492.35,1348.33,943.579,978.686,969.58,345.08,1571.07,1824.37,1512.36,1338.5,1373.25,1340.18
86.1735,1155.24,1323.24,1217.91,1214.67,1152.25,1116.9,1137.51,1095.21,1088.98,934.761,961.362,904.325,1250.14,892.103,872.811,878.323,914.99,891.983,904.565,857.713,853.519,921.94,1465.95,1345.04,947.702,975.382,987.005,345.338,1577.39,1841,1513.28,1333.42,1363.86,1326.59
86.5096,1157.87,1323.96,1210.72,1210.96,1154.75,1126.83,1131.38,1098.91,1086.33,935.211,963.373,904.413,1234.21,883.681,880.805,878.168,920.711,874.813,912.322,858.874,859.474,926.583,1483.47,1346.01,957.261,977.873,985.662,344.652,1571.55,1831.35,1530.44,1323.6,1362.43,1336.19
86.8458,1141.38,1325.48,1212.57,1205.26,1145.93,1132.51,1138.38,1085.77,1078.82,930.674,953.207,901.549,1230.19,873.144,865.473,876.859,907.302,884.051,902.149,844.858,852.049,921.565,1502.26,1351.01,950.93,965.312,978.377,347.22,1562.19,1817.84,1517.12,1330.39,1365.87,1315.05
87.182,1149.27,1325.25,1220,1208.37,1148.19,1123.5,1142.08,1088.49,1076.98,937.326,961.542,899.085,1225.27,878.946,879.065,881.463,905.079,872.712,895.609,856.409,854.49,918.146,1465.99,1338.8,952.071,968.974,980.003,345.608,1569.92,1835.57,1512.62,1333.04,1381.47,1318.06
87.5181,1136.09,1310.43,1213.67,1209.47,1154.91,1127.34,1118.1,1088.85,1077.46,929.495,958.992,905.994,1236.81,891.006,867.625,872.541,903.236,888.129,907.313,851.798,858.632,924.459,1475.78,1338.49,958.752,968.704,975.059,342.566,1555.75,1841.01,1522.78,1334.41,1382.97,1328.06
87.8542,1135.85,1320.66,1209.85,1215.36,1141.97,1118.7,1123.98,1087.28,1079.48,931.49,949.839,907.264,1231.19,875.843,866.728,883.638,912.421,875.363,892.393,863.49,853.656,923.694,1477.05,1341.53,960.752,983.779,978.862,346.235,1578.39,1829.4,1521.54,1341.17,1354.48,1319.7
88.1904,1135.92,1310.57,1214.49,1201.53,1141.32,1129.8,1136.16,1084.58,1068.03,938.004,944.242,896.622,1229,879.589,862.316,878.989,898.781,874.911,894.103,847.323,854.76,914.854,1473.82,1338.4,956.117,974.829,964.513,337.178,1556.1,1825.75,1517,1320.4,1367.54,1316.2
88.5265,1148.15,1307.58,1221.69,1188.82,1152.59,1126.08,1125.48,1094.77,1076.17,924.901,950.693,905.228,1223.25,883.875,866.72,871.399,905.828,868.88,893.951,844.287,850.885,916.144,1456.81,1337.33,950.213,965.448,975.045,343.929,1551.94,1836.01,1506.95,1333.73,1371.28,1318.73
88.8625,1145.17,1292.36,1204.31,1194.35,1141.33,1133.17,1132.57,1076.31,1072.47,932.831,956.344,906.559,1225.54,883.886,870.57,874.769,910.038,873.929,900.801,840.58,851.976,905.6,1469.67,1337.71,948.546,966.781,971.099,344.053,1560.72,1835.31,1522.45,1342.38,1358.22,1315.63
89.1986,1138.37,1314.82,1196.67,1202.9,1132.73,1109.94,1132.01,1086.19,1062.68,938.523,954.597,903.017,1222.82,876.387,861.393,863.552,894.14,876.867,891.141,848.198,843.519,910.574,1472.56,1325.62,946.68,963.714,965.393,337.912,1544.53,1831.34,1518.02,1331.01,1364.72,1314.82
89.5347,1142.05,1305.28,1209.09,1204.9,1138.21,1114.1,1127.66,1081.72,1065.29,919.564,945.83,898.694,1214.37,877.585,863.912,857.436,903.612,868.35,885.141,849.16,850.479,908.289,1466.72,1331.67,938.034,957.464,968.258,345.661,1546.84,1814.06,1515.29,1329.39,1346.66,1306.48
89.8707,1144.25,1303.02,1201.57,1186.82,1145.81,1107.07,1121.94,1075.66,1069.06,926.6,947.465,899.738,1218,876.714,866.401,862.444,897.22,869.639,888.466,851.771,843.977,910.171,1466.11,1329.16,939.071,973.727,968.451,342.963,1551.85,1824.18,1512.27,1320.29,1363.46,1301.1
90.2052,1130.03,1296.45,1195.61,1199.33,1143.82,1116.72,1129.31,1078.95,1062.65,927.644,939.513,889.636,1215.28,877.527,861.46,876.208,891.674,864.458,896.83,842.277,842.996,920.69,1462.74,1309.04,946.108,971.886,978,339.309,1548.11,1833.83,1513.1,1316.71,1350.4,1313.23
90.5412,1141.64,1306.6,1198.23,1188.28,1136.49,1109.39,1120.06,1068.87,1066.11,926.092,939.878,891.566,1224.36,863.873,863.393,864.712,888.449,871.545,892.165,836.3,846.13,897.8,1479.35,1314.27,936.642,966.852,965.653,343.104,1534.02,1823.77,1494.57,1321.22,1345.08,1295.57
90.8772,1144.59,1300.67,1201.65,1188.94,1136.44,1109.82,1122.05,1076.38,1058.16,922.576,945.472,898.6,1213.4,878.821,850.53,858.561,897.641,861.678,880.139,835.425,846.214,903.995,1460.47,1328.72,940.797,962.615,975.681,341.89,1547.62,1810.15,1498.23,1323.33,1360.97,1313.98
91.2132,1150.05,1292.47,1198.12,1189.37,1139.62,1112.04,1113.6,1076.56,1060.85,922.627,942.168,894.694,1203.87,869.279,864.843,859.568,897.212,864.603,886.062,833.553,847.58,914.834,1467.5,1316.81,941.808,968.662,975.136,338.912,1542.43,1814.68,1498.43,1328.91,1365.36,1314.29
91.5492,1143.27,1294.95,1199.02,1190.75,1128.64,1093.51,1114.25,1080.2,1061.38,914.256,943.752,890.276,1215.45,868.094,861.379,867.254,902.266,867.374,886.079,824.689,849.749,912.458,1463.77,1316.05,947.229,967.733,971.929,343.521,1558.49,1826.95,1507.65,1318.33,1343.87,1291.83
91.8852,1143.06,1301.49,1191.99,1188.75,1131.3,1103.6,1119.79,1079.97,1056.83,915.789,948.53,879.45,1204.22,870.455,858.822,871.775,895.761,870.215,885.327,833.637,846.469,899.958,1464.95,1319,933.419,971.557,972.636,337.964,1551.66,1811.79,1488.34,1310.72,1351.62,1307.6
92.2211,1140.73,1299.56,1192.68,1189.44,1141.57,1106.18,1121.3,1075.11,1056.28,913.641,933.675,896.007,1223.27,861.577,856.299,860.977,899.006,860.498,875.373,835.545,852.34,898.046,1467.99,1307.96,938.234,971.464,971.704,342.016,1528.09,1807.61,1503.62,1317.32,1337.35,1296.68
92.5555,1143.2,1301.95,1199.96,1182.92,1131.92,1108.76,1117.64,1069.64,1057.4,924.446,936.086,892.648,1226.84,869.488,860.249,864.089,894.328,871.648,880.648,839.49,843.929,905.487,1476.55,1321.51,940.766,977.725,969.325,338.268,1533.78,1814.45,1511.11,1312.39,1353.67,1303.63
92.8914,1125.45,1299,1191.58,1187.98,1138.05,1100.61,1115.97,1064.6,1059.2,915.771,937.375,882.044,1209.35,862.361,849.878,856,891.886,858.28,875.683,835.836,848.918,901.488,1464.03,1306.92,942.896,964.98,957.058,338.943,1530.05,1816.66,1488.88,1316.05,1337.05,1311.96
93.2273,1130.66,1289.47,1197.64,1189,1113.61,1106.89,1134.38,1073.76,1053.35,919.508,932.952,895.38,1212.89,853.726,863.929,862.009,883.496,865.01,874.133,823.356,852.045,907.744,1460.53,1317.32,928.271,972.566,959.601,346.076,1529.19,1809.85,1480.94,1310.36,1345.77,1294.39
93.5632,1127.97,1306,1185.84,1181.15,1118.13,1108.28,1116.93,1076.95,1054.98,913.806,931.093,885.475,1200.48,860.745,857.264,860.865,897.24,868.068,876.351,823.53,830.253,895.319,1462.67,1321.61,942.738,956.664,969.029,339.976,1548.74,1821.25,1502.76,1309.97,1350.54,1300.24
93.8991,1123.65,1298.2,1193.76,1182.59,1127.61,1108.64,1111.04,1073.95,1054.26,922.928,930.011,893.636,1216.32,861.824,852.34,854.741,893.636,860.623,879.591,824.489,835.533,892.556,1469.15,1319.21,930.491,974.669,959.663,340.336,1538.53,1799.28,1497.36,1311.28,1339.37,1291.47
94.2349,1123,1293.58,1188.3,1171.02,1114.96,1096.35,1115.2,1075.7,1058.18,911.124,939.574,892.517,1199.59,863.947,849.782,853.863,882.074,851.703,881.113,830.095,838.018,902.721,1452.4,1306.66,936.093,960.221,975.107,331.198,1537.27,1806.04,1480.01,1306.06,1342.08,1302.7
94.5693,1124.38,1291.47,1190.88,1188.24,1120.66,1106.25,1104.21,1064.84,1047.2,904.953,932.801,888.748,1202.64,856.938,857.659,864.021,878.185,863.54,875.544,835.572,835.812,895.35,1471.04,1304.07,929.44,955.368,974.334,346.424,1528.78,1813.03,1493.49,1315.72,1345.13,1289.91
94.9051,1132.01,1289.24,1185.3,1187.34,1122.28,1109.32,1116.4,1065.87,1047.14,917.751,928.554,883.062,1204.62,858.456,852.935,852.335,882.702,855.095,871.779,826.768,833.01,893.985,1460.17,1299.69,938.996,961.802,981.127,338.245,1530.15,1819.06,1490.9,1307.25,1346.86,1282.64
95.2409,1130.03,1282.22,1179.12,1179,1131.95,1103.38,1110.83,1074.34,1046.01,916.867,932.23,871.137,1202.4,859.135,850.733,853.254,882.9,845.572,877.859,821.927,834.65,892.742,1455.9,1299.86,931.39,955.635,963.196,345.79,1531.63,1798.57,1482.42,1293.02,1329.39,1290.5
95.5767,1127.43,1298.58,1185.52,1179.04,1124.07,1095.51,1111.11,1064.43,1046.3,902.524,934.689,892.803,1200.89,856.438,852.837,865.559,876.72,865.559,877.561,827.154,838.435,901.684,1469.36,1319.22,938.289,961.812,961.932,337.486,1539.45,1796.89,1487.12,1302.06,1324.98,1283.1
95.9125,1126.23,1292.68,1169.43,1172.67,1123.71,1098.51,1120.95,1073.07,1058.55,910.345,937.826,882.384,1205.43,864.024,855.864,857.664,894.025,855.504,885.865,831.023,835.583,893.065,1450.96,1305.16,932.666,956.547,963.987,334.089,1522.96,1796.09,1487.8,1313.8,1341.88,1283.68
96.2468,1132.16,1292.46,1187.11,1191.79,1123.64,1097.48,1114.88,1068.21,1049.49,903.351,929.387,881.754,1213.27,868.676,854.878,857.877,893.272,861.117,871.435,830.761,839.4,887.633,1459.83,1291.74,920.628,957.823,973.421,342.311,1524.26,1815.94,1497.75,1297.13,1334.45,1297.61
96.5825,1114.27,1276.93,1182.4,1175.08,1123.86,1099.15,1119.42,1070.96,1048.17,910.223,930.495,882.873,1204.47,857.322,842.808,855.883,873.036,857.562,864.879,830.812,827.933,884.552,1441.63,1294.44,929.176,954.606,964.323,339.474,1511.56,1802.09,1487.93,1294.2,1323.95,1291.32
96.9183,1140.13,1267.02,1183.19,1186.67,1120.35,1104.16,1116.15,1066.14,1056.43,912.395,936.74,874.139,1200.58,859.628,855.55,842.478,887.091,859.868,874.259,828.207,819.572,904.48,1462.25,1290.16,917.552,949.692,958.926,339.989,1515.62,1783.78,1484.8,1303.95,1334.41,1292.56
97.254,1134.62,1282.94,1189.65,1181.74,1131.5,1093.37,1109.56,1067.36,1045.29,914.602,935.225,886.785,1195.65,861.006,851.055,850.815,881.749,861.486,867.601,834.389,837.146,893.739,1455.95,1296.61,920.237,958.126,968.198,338,1533.41,1798.51,1502.83,1305.48,1333.77,1293.37
97.5882,1124.67,1267.34,1172.39,1169.99,1114.6,1093.26,1107.65,1066.28,1040.03,904.435,932.489,872.905,1195.4,858.518,847.848,847.728,878.899,859.477,877.7,822.911,833.821,889.809,1459.4,1295.39,929.852,947.595,952.99,337.844,1521.14,1808.51,1494.52,1309.54,1335.07,1274.41
97.9239,1116.33,1278.07,1185.03,1164.65,1104.1,1085.16,1106.74,1062.26,1045.35,912.75,925.579,890.929,1181.55,858.558,837.577,849.926,880.019,845.609,869.828,822.83,834.22,889.371,1451.79,1278.31,928.696,949.437,959.388,339.898,1511.74,1794.69,1472.41,1309.36,1332.98,1285.02
98.2596,1120.76,1290.93,1172.09,1178.8,1127.36,1100.61,1104.69,1062.12,1044.85,896.153,924.813,882.722,1191.27,859.098,838.712,848.305,883.801,852.023,870.73,818.445,826.72,896.632,1451.26,1298.36,931.169,955.033,952.155,336.252,1506.3,1807.89,1484.35,1297.76,1328.7,1279.29
98.5952,1128.82,1267.37,1182.92,1175,1110.34,1098.83,1119.82,1061.64,1047.48,902.813,935.921,885.538,1190.71,860.827,846.192,846.672,882.899,858.428,865.385,818.601,823.64,896.815,1451.03,1299.28,923.206,953.315,960.873,339.244,1521.56,1800.59,1468.3,1290.88,1347.02,1280.92
