Wavenumber,1-ocp_02,10--1_2v_01,11--1_3v_01,12--1_4v_01,13--1_5v_01,14--1_6v_01,15--1_7v_01,16--1_8v_01,17--1_9v_01,18--1_7v-b_01,18--1_8v-b_01,19--1_6v-b_01,2--0_4v_01,20--1_5v-b_01,21--1_4v-b_01,22--1_3v-b_01,23--1_2v-b_01,24--1_1v-b_01,25--1v-b_01,26--0_9v-b_01,27--0_8v-b_01,28--0_7v-b_01,29--0_6v-b_01,3--0_5v_01,30--0_5v-b_01,31--0_4v-b_01,32--ocp-b_01,34--2v-b_01,4--0_6v_01,5--0_7v_01,6--0_8v_01,7--0_9v_01,8--1v_01,9--1_1v_01
43.6289,1316.21,1993.77,1833.59,1772.35,1689.48,1668.34,1731.64,1697.33,1638.38,1368.88,1407.05,1338.68,1534.49,1279.97,1280.34,1297.73,1360.79,1348.1,1396.06,1320.44,1352.94,1447.4,1989.54,1746.86,1382.65,1226.22,1129.1,464.588,2075.31,2338.28,2140.66,1927.57,2009.11,1960.07
43.9684,1317.6,1985.76,1820.71,1755.59,1672.1,1668.84,1712.94,1680.92,1619.78,1368.22,1401.21,1338.98,1522.03,1286.3,1281.47,1296.94,1370.88,1342.37,1400.73,1332.34,1347.93,1422.23,1994.7,1749.19,1376.32,1230.6,1121.02,456.84,2067.08,2336.64,2127.85,1939.24,2007.63,1948.79
44.3064,1314.35,1984.52,1848.07,1771.56,1694.09,1667.02,1712.34,1676.08,1642.49,1381.31,1418.65,1331.15,1520.18,1280.51,1277.49,1292.6,1374.78,1349.64,1397.74,1320.88,1355.56,1421.07,1991.41,1731.2,1381.07,1228.78,1121.7,466.64,2061.39,2314.47,2124.47,1924.94,2003.98,1956.12
44.6459,1307.57,1979.55,1821.65,1757.69,1676.08,1675.72,1699.3,1669.55,1613.7,1368.99,1406.71,1332.96,1506.94,1287.38,1288.22,1289.92,1358.35,1341.79,1395.71,1317,1342.87,1427.51,1971.69,1724.69,1379.27,1227.77,1106.99,456.773,2043.51,2296.8,2119.19,1914.26,2009.78,1957.18
44.9854,1316.95,1963.7,1829.32,1768.72,1684.41,1653.09,1723.6,1665.42,1616.44,1379.97,1415.17,1340.66,1505.76,1283.81,1290.1,1283.69,1376.83,1345.74,1395.94,1325.66,1331.95,1413.11,1971.44,1726.75,1374.29,1220.92,1112.78,459.022,2042.92,2302.37,2123.72,1919.43,2003.73,1951.36
45.3249,1316.6,1973.32,1835.85,1775.71,1682.53,1668.98,1713.63,1673.09,1630.74,1370.57,1389.93,1337.05,1501.98,1273.64,1289.25,1295.78,1384.85,1347.45,1391.14,1327.61,1348.91,1431.19,1983.73,1732.51,1360.28,1214.83,1120.68,459.115,2031.04,2315.78,2107.89,1914.51,1979.25,1963.04
45.6628,1326.17,1979.93,1834.65,1778.11,1689.37,1662.62,1700.75,1669.15,1617.82,1367.09,1398.69,1339.97,1508.98,1271.81,1270.84,1282.59,1375.32,1339.97,1409.1,1323.14,1342.76,1411.28,1968.43,1715.89,1362.97,1227.62,1115.03,456.544,2024.97,2292.29,2111.65,1902.93,1986.47,1960.2
46.0023,1312.93,1969.16,1821.27,1758.05,1695.55,1668.66,1714.81,1670.6,1613.67,1361.62,1397.11,1337.89,1497.16,1280.96,1277.69,1293.31,1372.16,1344.43,1392.15,1324.8,1346.36,1414.07,1967.58,1717.23,1355.08,1208.41,1115.51,457.105,2027.78,2283.22,2085.31,1905.33,1989.02,1949.9
46.3417,1297.65,1976.4,1836.58,1769.21,1684.15,1655.68,1694.57,1667.55,1608.06,1370.1,1391.18,1339.81,1499.38,1288.44,1291.23,1288.2,1366.83,1332.42,1381.73,1320.55,1335.45,1398.94,1947.68,1708.27,1350.96,1212.11,1114.45,450.481,2027.41,2277.73,2083.63,1901.88,1986.94,1951.68
46.6811,1300.51,1966.58,1821.03,1753.52,1685.54,1671.96,1713.05,1667.36,1601.31,1364.13,1400.01,1321.96,1505.32,1285.36,1277.85,1286.21,1387.16,1333.23,1380.25,1322.44,1331.05,1396.13,1955.43,1695.35,1352.74,1205.62,1113.75,451.803,2014.09,2266.77,2101.22,1899.44,1962.58,1942.1
47.019,1302.61,1977.12,1809.61,1745.98,1677.86,1670.47,1703.56,1655.32,1599.93,1348.79,1383.82,1333.64,1490.11,1280.55,1274.24,1293.64,1380.06,1325.88,1390.97,1318.24,1332.06,1395.57,1947.18,1699.2,1346.85,1205.52,1114.86,446.767,2003.67,2273.84,2080.27,1876.76,1966.46,1942.94
47.3583,1311.22,1952.04,1820.65,1768.65,1685.26,1668.29,1701.62,1656.05,1601.87,1353.76,1375.46,1322.37,1477.03,1277.64,1272.67,1290.25,1367.94,1335.7,1389.39,1298.73,1332.43,1388.91,1928.89,1692.29,1331.82,1192.92,1123.59,449.435,1992.64,2254.08,2080.52,1893.37,1971.55,1924.4
47.6977,1300.78,1942.26,1811.61,1752.47,1675.15,1657.7,1693.93,1647.64,1591.65,1371.07,1377.86,1323.32,1474.81,1285.87,1282.24,1278.84,1380.28,1332.05,1391.19,1301.87,1321.02,1386.46,1949.53,1698.78,1316.41,1202.25,1110.02,449.631,1999.83,2254.22,2053.15,1879.48,1954.26,1925.05
48.0355,1294.24,1936.69,1800.86,1747.06,1671.2,1652.06,1687.56,1634.13,1585.54,1362.34,1384.03,1321.02,1486.66,1285.64,1273.76,1284.3,1357.25,1341.37,1385.12,1294,1317.5,1388.15,1920.7,1695.2,1325.38,1200.69,1105.7,450.518,1983.95,2236.23,2045.87,1854.66,1952.2,1916.58
48.3749,1297.44,1937.93,1790.86,1752.22,1673.23,1649.61,1691.77,1624.65,1587.1,1352.56,1370.13,1320.1,1477.34,1266.31,1280.12,1278.55,1349.17,1333.18,1364.56,1297.32,1313.44,1377.64,1912.37,1680.26,1316.95,1187.57,1102.4,449.442,1969.31,2232.31,2027.09,1848.89,1947.38,1896.86
48.7142,1292.99,1933.55,1785.67,1750.67,1671.34,1645.79,1700.65,1624.59,1572.63,1343.13,1366.14,1308.73,1475.38,1286.21,1271.55,1286.45,1350.27,1319.51,1378.49,1293.84,1315.76,1385.4,1906.3,1685.63,1300.62,1193.56,1087.22,442.542,1977.87,2238.87,2047.51,1842.47,1950.99,1896.85
49.052,1288.3,1934.99,1785.09,1737.99,1655.29,1637.13,1682.54,1636.77,1582.77,1333.22,1355.13,1307.67,1471.49,1266.02,1274.37,1274.01,1337.46,1316.87,1360.95,1269.53,1310.94,1364.34,1898.67,1667.4,1300.89,1190.1,1098.93,432.016,1971.31,2219.29,2031.49,1848.05,1931.96,1878.93
49.3913,1286.67,1921.35,1785.04,1724.52,1667.99,1625.26,1668.11,1637,1578.29,1347.2,1364.02,1298.05,1467.04,1269.36,1261.13,1282.19,1341.39,1304.22,1349.01,1288.24,1299.14,1353.37,1894.23,1650.19,1289.21,1183.78,1095.41,438.453,1958.39,2222.17,2008.39,1839.4,1906.58,1887.7
49.7305,1279.06,1906.97,1789.93,1745.51,1663.57,1629.32,1678.82,1602.21,1576.55,1345.62,1353.01,1320.09,1464.48,1265.62,1263.69,1276.51,1340.18,1303.26,1353.97,1271.19,1288.38,1364.87,1889.05,1665.75,1286.08,1161.54,1092.55,434.986,1970.26,2210.27,2006.57,1824.79,1908.9,1880.1
50.0683,1270.81,1888.72,1761.17,1731.76,1653.34,1618.49,1667.38,1610.74,1533.29,1324.17,1358.78,1303.48,1469.27,1253.02,1264.03,1266.57,1331.92,1313.4,1355.52,1283.27,1297.19,1349.22,1887.51,1662.9,1292.83,1169.51,1086.13,433.485,1945.11,2213.65,2001.02,1818.77,1898.28,1870.57
50.4075,1286.01,1899.31,1761.23,1727.83,1644.94,1624.37,1672.41,1603.31,1548.61,1311.79,1359.23,1304.41,1453.38,1255.28,1250.44,1255.03,1328.25,1300.66,1354.39,1261.69,1288.31,1346.04,1868.33,1646.63,1262.29,1157.74,1095.3,438.191,1931.62,2190.83,1981.48,1811.46,1901.85,1883.7
50.7468,1278.46,1910.67,1760.24,1728.9,1658.46,1612.11,1665.72,1599.89,1556.93,1326.02,1339.94,1305.2,1458.29,1260.18,1256.92,1256.68,1317.79,1289.71,1337.64,1257.28,1278.1,1345.87,1865.89,1642,1260.91,1161.55,1081.56,433.979,1930.52,2191.56,2002.77,1796.55,1905.59,1855.24
51.0845,1275.97,1879.58,1755.76,1726.47,1640.53,1611.48,1653.6,1607.49,1538.74,1324.62,1351.98,1306.83,1446.75,1248.01,1246.92,1255.39,1328.98,1293.03,1334.79,1260.11,1270.88,1335.76,1877.03,1626.49,1262.41,1171.27,1084.25,429.317,1928.96,2184.59,1984.15,1792.79,1868.32,1847.02
51.4237,1283.48,1875.58,1754.52,1711.06,1623.05,1609.49,1652.35,1585.89,1530.44,1329.6,1353.45,1285.66,1442.43,1249.34,1252,1265.08,1323.19,1291.59,1321.13,1256.72,1269.07,1323.67,1849.55,1638.91,1254.67,1166.29,1074.89,430.852,1923.16,2186.95,1965.41,1764.09,1855.49,1844.71
51.7629,1274.31,1871.02,1743.15,1706.7,1604.39,1612.74,1640.59,1584.04,1549.54,1311.96,1330.37,1286.54,1453.88,1243.67,1239.8,1237.01,1332.55,1273.94,1342.12,1245.85,1251.3,1325.41,1857.09,1644.47,1250.33,1163.51,1094.25,428.159,1921.27,2161.62,1960.74,1765.07,1864,1833.48
52.1005,1268.84,1856.94,1738.5,1695.87,1632.53,1597.41,1644.52,1581.18,1529.47,1312.32,1333.51,1283.01,1447.96,1250.56,1236.51,1245.35,1308.57,1283.98,1335.45,1255.16,1270.42,1314.86,1839.74,1632.17,1237.6,1166.87,1081.61,428.963,1913.01,2168.91,1948.62,1763.2,1855.73,1838.65
52.4397,1272.22,1842.81,1713.33,1688.75,1625.89,1607.36,1642,1581.19,1524.27,1306.38,1333.87,1277.92,1444.33,1238.67,1233.22,1244.61,1303.71,1277.31,1313.04,1244,1251.75,1302.62,1845.59,1640.91,1232.98,1156.68,1092.24,425.73,1897.43,2156.26,1945.76,1771.47,1849.59,1822.22
52.7773,1268.63,1854.69,1723.04,1682.1,1625.42,1607.62,1627.6,1579.28,1519.57,1310.3,1339.48,1265.24,1439.52,1222.97,1226.37,1232.78,1304.85,1273.48,1311.14,1230.73,1239.81,1301.82,1831.56,1613.68,1227.33,1155.39,1066.98,432.849,1902.89,2148.99,1937.77,1757.19,1827.68,1802.61
53.1164,1253.19,1823.24,1703.98,1672.98,1599,1580.72,1610.62,1548.63,1524.17,1292.18,1309.86,1274.74,1434.21,1228.73,1227.52,1231.52,1286.97,1267.48,1300.9,1224.98,1243.63,1310.46,1834.99,1618.74,1236.72,1160.08,1082.1,425.722,1889.11,2137.93,1945.66,1733.88,1812.34,1798.06
53.4556,1269.12,1835.05,1715.72,1672.75,1601.1,1585.73,1608.73,1563.46,1516.74,1291.02,1331.45,1266.09,1449.21,1248.42,1222.88,1234.87,1289.94,1264.64,1311.12,1227.24,1240.43,1291.99,1829.85,1620.95,1232.2,1155.11,1078.13,418.279,1892.91,2144.16,1923.89,1753.72,1844.37,1786.76
53.7932,1267.43,1810.91,1699.26,1666.84,1592.21,1568.62,1607.93,1548.3,1498.95,1294.89,1318.35,1266.46,1429.52,1223.4,1218.92,1234.16,1289.08,1256.66,1300.09,1206.71,1229.33,1293.8,1804.62,1616.04,1221.1,1139.09,1076.79,426.267,1879.13,2153.71,1916.26,1745.95,1816.95,1769.78
54.1322,1266.37,1802.13,1682.21,1649.21,1578.98,1553.59,1597.47,1539.69,1494.48,1281.84,1312.67,1253.68,1431.98,1230.11,1219.95,1223.34,1294.66,1250.78,1284.5,1208.95,1226,1273.5,1817.48,1624.06,1218.74,1142.47,1079.85,424.058,1881.55,2136.13,1919.14,1728.63,1800.07,1784.72
54.4698,1259.42,1790.37,1683.21,1640.57,1590.31,1560.59,1590.19,1535.95,1486.78,1280.56,1313.18,1258.7,1430.85,1217.26,1198.9,1213.39,1261.96,1237.55,1287.93,1206.51,1217.14,1283.46,1799.55,1599.37,1198.29,1141.63,1061.17,414.733,1874.57,2135.16,1904.29,1701.7,1799.07,1747
54.8089,1258.28,1779.42,1666.52,1640.2,1567.51,1550.12,1573.91,1526.7,1487.82,1281.95,1307.42,1250.8,1417.42,1201.53,1201.89,1205.03,1253.33,1227.49,1265.53,1193.8,1215.78,1277.12,1778.21,1603.97,1197.55,1146.95,1067.87,418.743,1879.63,2125.47,1898.71,1709.75,1782.07,1749.35
55.1464,1259.77,1770.95,1646.75,1625.62,1545.84,1532.2,1566.12,1505.28,1457,1272.21,1288.14,1241.18,1429.96,1217.29,1193.15,1202.2,1256.39,1232.98,1263.76,1180.35,1196.65,1259.89,1787.48,1600.88,1205.7,1143.54,1064.23,414.251,1854.72,2117.61,1882.6,1710.6,1778.79,1740.17
55.4854,1246.66,1762.94,1639.49,1624.04,1552.47,1528.34,1555.73,1500.82,1461.11,1265.25,1278.52,1241.35,1424.19,1187.65,1189.58,1199.59,1256.07,1238.21,1265.97,1179.56,1201.53,1247.51,1770.19,1604.85,1191.15,1124.17,1069.86,412.376,1872.77,2109.55,1871.92,1697.41,1758.72,1740.86
55.8244,1260.79,1753.31,1633.47,1610.78,1547.66,1525.21,1563.23,1504.21,1458.47,1250.9,1282.88,1233.28,1411.41,1188.38,1168.71,1188.99,1263.69,1206.12,1245.1,1163.52,1196.47,1239.55,1773.94,1613.07,1190.31,1137.69,1067.82,411.414,1875.92,2090.02,1871.58,1709.5,1758.26,1732.67
56.1619,1258.28,1756.03,1632.8,1596.11,1530.93,1512.35,1547.71,1496.05,1448.98,1241.86,1267.93,1222.55,1412.41,1197.44,1172.7,1178.49,1245.12,1205.89,1249.22,1166.55,1187.06,1247.29,1761.47,1586.09,1190.32,1129.85,1066.85,415.322,1836.06,2099.3,1872.63,1680.6,1758.57,1709.32
56.5009,1255.29,1738.14,1624.55,1589.91,1529.43,1504.69,1526.78,1485.01,1436.48,1248.29,1257.71,1218.48,1417.53,1178.28,1168.98,1173.81,1231.27,1189.5,1235.38,1162.1,1170.79,1240.93,1742.13,1589.06,1179.24,1112.61,1076.52,411.993,1837.01,2080.37,1851.74,1680.08,1738.02,1708.45
56.8383,1243.04,1741.49,1610.15,1585.04,1526.86,1501.63,1522.75,1476.52,1429.56,1234.96,1263.57,1207.19,1402.76,1179.67,1163.85,1175.68,1230.97,1187.03,1225.66,1143.45,1173.39,1232.54,1755.38,1575.02,1181,1121.96,1066.43,409.721,1820.44,2093.63,1857.14,1670.51,1728.22,1684.76
57.1773,1246.08,1698.86,1594.33,1581.53,1525.77,1497.64,1521.42,1460.95,1414.11,1228.7,1259.24,1203.47,1399.02,1173.17,1171.48,1156.15,1218.8,1174.74,1222.42,1138.77,1162.91,1221.58,1743.16,1573.21,1175.47,1121.51,1063.33,410.412,1850.96,2071.37,1833.58,1651.67,1728.92,1703.57
57.5147,1230.35,1699.07,1590.46,1561.74,1499.1,1475.81,1505.38,1445.04,1412.45,1210.67,1228.54,1196.68,1404.37,1162.16,1145.02,1157.57,1217.19,1179.66,1214.42,1146.59,1152.39,1222.26,1719.95,1565.72,1156.49,1120.65,1061.99,405.851,1829.53,2057.74,1831.7,1636.08,1711.74,1677.95
57.8537,1242.08,1687.47,1562.73,1548.13,1484.92,1468.03,1495.9,1437.75,1395.04,1208.3,1240.15,1185.26,1400.11,1148.94,1140.86,1141.83,1198.29,1174.04,1198.29,1130.85,1140.74,1216.5,1728.24,1569.48,1153.17,1112.51,1063.29,400.997,1828.01,2055.05,1829.82,1651.16,1707.01,1660.2
58.1911,1236.45,1702.39,1580.12,1543.1,1481.48,1458.21,1495.1,1432.64,1402.98,1213.06,1234.89,1182.92,1395.26,1131.07,1135.17,1136.61,1194.01,1160.85,1210.89,1134.8,1130.94,1207.51,1731.93,1567.57,1155.66,1122.87,1065.11,407.087,1832.25,2057.86,1821.52,1640.65,1702.99,1666.09
58.53,1246.36,1681.34,1569.01,1546.83,1480.06,1457.52,1490.06,1418.95,1379.78,1202.97,1216.95,1178.87,1392.32,1131.5,1141.38,1127.88,1180.07,1155.36,1187.9,1116.31,1137.16,1180.07,1713.76,1555.15,1141.26,1109.56,1059.18,406.896,1823.8,2038.58,1814.76,1628.67,1693.03,1647.35
58.8673,1239.8,1659.29,1534.96,1511.47,1451.35,1423.28,1471.47,1421.35,1376.29,1192.69,1215.7,1166.19,1391.72,1146.67,1122.58,1112.82,1187.63,1143.42,1175.22,1120.65,1129.44,1182.21,1696.03,1544.96,1145.95,1101.37,1060.29,401.419,1808.55,2017.82,1790,1610.86,1667.6,1629.05
59.2062,1241.39,1657.83,1537.77,1522.47,1451.06,1440.94,1454.91,1404.81,1381.93,1183.7,1213.33,1164.31,1380.49,1120,1114.34,1106.15,1177.92,1139.75,1185.51,1110.24,1109.28,1190.93,1706.85,1548.85,1140.47,1104.46,1056.89,399.465,1792.23,2047.06,1793.92,1625.56,1665.9,1646.15
59.5435,1236.93,1640.61,1517.08,1503.84,1439.43,1422.09,1445.57,1407.89,1362.38,1183.59,1197.44,1151.21,1379.95,1124.48,1107.98,1113.88,1183.95,1127.97,1177.81,1100.04,1113.64,1172.03,1696.71,1545.5,1126.89,1096.43,1054.89,400.43,1804.95,2042.96,1797.72,1618.33,1676,1621.71
59.8824,1233.01,1659.69,1515.98,1501.3,1415.12,1413.19,1421.62,1395.98,1359.51,1183.78,1189.55,1149.11,1376.48,1112.04,1101.57,1098.8,1153.93,1129.25,1152.72,1084.24,1105.18,1168.97,1685.69,1531.63,1120.22,1096.99,1054.87,393.83,1801.12,2022.47,1761.4,1599.51,1652.23,1617.57
60.2197,1230.19,1629.58,1512.49,1468.33,1424.17,1409.37,1430.06,1386.98,1348.96,1176.28,1188.55,1138.01,1371.58,1111.54,1093.73,1095.65,1151.25,1123.93,1157.99,1091.68,1095.65,1165.81,1695.52,1535.48,1126.94,1087.11,1043.43,404.086,1786.98,2016.94,1768.93,1586.98,1643.9,1603.47
60.5585,1223.02,1627.85,1510.31,1454.01,1427.18,1390.97,1423.69,1367.63,1338.03,1153.61,1185.37,1132.07,1369.91,1105.36,1099.95,1099.23,1142.42,1111.62,1141.94,1067.95,1091.41,1156.13,1679.82,1531.24,1120.04,1089.72,1049.42,388.826,1775.82,2018.72,1756.82,1601.5,1649.62,1597.89
60.8958,1215.24,1613.58,1491.14,1469.13,1400.7,1376.88,1432.45,1370.63,1336.35,1149.21,1176.39,1119.62,1374.36,1091.23,1092.44,1069.59,1128.64,1119.98,1138.38,1067.54,1099.29,1154.14,1662.29,1537.09,1100.5,1097.13,1037.71,392.089,1766.81,1993.28,1761.27,1565.71,1639.92,1587.84
61.233,1221.64,1597.75,1463.2,1462.36,1388.89,1369.53,1397.07,1346.93,1311.46,1144.33,1169.58,1123.52,1368.33,1083.24,1064.25,1077.23,1129.54,1095.87,1125.57,1061.12,1073.62,1147.57,1656.31,1511.9,1110.18,1078.19,1047.41,394.388,1766.09,1998.87,1739.63,1556.99,1633.22,1577.55
61.5718,1228.92,1598.94,1461.29,1448.79,1380.99,1364.88,1360.56,1344.81,1327.26,1142.73,1163.41,1112.44,1351.78,1076.38,1074.57,1072.17,1126.74,1097.65,1131.55,1062.67,1072.89,1129.63,1665.53,1529.21,1115.44,1079.14,1040.55,382.995,1732.13,1980.13,1728.77,1566.48,1607.71,1574.77
61.909,1217.8,1578.38,1461.8,1440.64,1385.35,1366.24,1396.89,1334.39,1295.93,1133.19,1157.59,1101.33,1362.52,1086.67,1060.23,1056.86,1133.19,1093.28,1123.57,1039.19,1066.12,1128.5,1655.31,1510.59,1110.35,1074.65,1047.61,388.466,1745.93,1987.88,1737.88,1548.7,1603.98,1577.06
62.2478,1211.76,1575.46,1448.06,1430.63,1362.72,1361.76,1367.05,1338.56,1298.54,1133.64,1139.29,1103.95,1349.74,1068.73,1056.23,1067.89,1111.64,1086.4,1120.3,1049.38,1073.06,1117.53,1654.9,1510.91,1091.33,1079.79,1039.53,384.249,1741.32,1973.17,1728.94,1543.25,1605.75,1567.52
62.585,1216.11,1571.55,1448.22,1428.27,1369.25,1344.36,1378.14,1320.8,1308.42,1117.78,1139.54,1095.54,1342.56,1061.28,1064.41,1062.61,1127.52,1069.46,1098.79,1039.29,1059.72,1122.47,1632.49,1500.03,1102.39,1059.84,1026.79,380.807,1742.24,1980.25,1717.72,1536.21,1580.21,1545.47
62.9237,1214.36,1558.59,1444.13,1424.89,1360.32,1338.8,1354.55,1324.13,1300.21,1121.78,1131.04,1085.23,1342.89,1062.62,1047.72,1054.33,1098.33,1076.21,1113.72,1034.97,1058.66,1115.05,1642.63,1500.52,1085.47,1074.05,1039.54,387.874,1756.25,1966.9,1710.68,1537.43,1588.77,1548.85
63.2609,1221.25,1543.1,1421.86,1413.57,1347.18,1346.21,1363.53,1306.4,1288.48,1108.07,1152.33,1090.99,1356.68,1044.69,1049.62,1041.32,1106.51,1065.62,1104.47,1039.52,1058.52,1114.09,1632.7,1484.05,1080.77,1071.03,1031.34,386.076,1740.59,1969.71,1703.9,1527.83,1585.56,1539.61
63.5981,1212.41,1526.19,1417.31,1400.58,1344.27,1330.92,1347.16,1303.37,1277.98,1112.79,1121.21,1083.91,1341.39,1045.41,1034.71,1041.2,1094.38,1059.73,1091.01,1025.08,1030.61,1099.8,1617.99,1493.1,1083.19,1066.71,1025.2,386.691,1716.17,1951.74,1687.05,1518.73,1564.81,1515.84
63.9367,1202.79,1526.65,1435.55,1411.48,1337.34,1318.21,1358.28,1306.05,1270.67,1115.66,1134.91,1078.95,1342.16,1054.04,1039.23,1040.2,1090.62,1058.13,1080.63,1024.91,1037.79,1104.82,1628.35,1492.72,1093.63,1064.15,1033.82,380.43,1731.49,1956.19,1690.81,1527.38,1566.37,1525.21
64.2739,1209.66,1535.88,1420.68,1392.99,1330.64,1318.6,1350.02,1303.79,1258.89,1116.01,1121.78,1077.97,1335.09,1048.48,1029.1,1035.23,1090.01,1047.99,1096.26,1020.43,1037.52,1096.63,1623.75,1494.11,1081.58,1064,1032.35,379.786,1726.07,1949.73,1699.11,1522.88,1579.82,1525.41
64.611,1199.41,1535.41,1400.21,1401.54,1335.69,1301.98,1347.85,1284.04,1268.63,1104.55,1126.09,1081.67,1334.97,1057.11,1036.17,1030.75,1091.91,1052.9,1075.89,1011.01,1028.1,1086.73,1627.87,1491.47,1066.74,1053.98,1028.94,376.208,1720.56,1951.46,1688.9,1513.62,1548.65,1513.14
64.9496,1213.46,1527.18,1399.69,1389.22,1330.83,1300.02,1327.46,1284.73,1261.97,1085.61,1103.19,1070.81,1330.47,1021.93,1021.69,1028.43,1069,1055.16,1070.57,1002.55,1025.78,1089.1,1615.3,1473.85,1059.49,1055.88,1034.57,379.688,1707.39,1946.95,1678.98,1499.85,1544.27,1513.33
65.2867,1206.1,1513.89,1402.66,1390.51,1319.73,1288.43,1323.82,1287.71,1256.54,1084.17,1117.99,1064.55,1320.33,1024.46,1013.99,1031.44,1079.47,1043.36,1068.52,1007.97,1019.89,1090.19,1611.63,1462.97,1073.45,1055.4,1038.07,374.228,1715.14,1958.29,1691.19,1492.34,1554.09,1501.97
65.6253,1206.16,1504.63,1397.51,1360.93,1312.91,1300.87,1323.62,1260.31,1251.77,1084,1105.54,1055.96,1320.37,1010.59,1029.12,1018.53,1079.67,1012.87,1053.91,1004.81,1016.84,1086.53,1609.81,1478.75,1062.46,1051.63,1019.37,378.504,1708.74,1934.28,1671.19,1499.45,1544.82,1498.61
65.9623,1198.75,1514.39,1374.08,1362.17,1301.76,1284.79,1311.99,1262.65,1255.07,1088.53,1099.6,1051.11,1317.4,1012,1012,1000.69,1074.33,1035.22,1060.97,1014.89,1014.16,1070.96,1590.44,1460.72,1059.89,1045.69,1022.35,379.409,1696.45,1915.22,1670.34,1485.51,1531.47,1488.52
66.2994,1199.57,1500.97,1382.33,1364.89,1300.28,1279.34,1309.54,1256.36,1244.09,1068.06,1101.87,1043.64,1331.08,1021.38,1019.94,1003.69,1048.81,1036.18,1053.5,989.254,1014.64,1083.58,1586.87,1464.27,1067.7,1043.64,1036.78,372.986,1687.58,1915.46,1660.27,1482.08,1523.23,1494.11
66.6379,1197.18,1482.55,1368.5,1366.69,1300.52,1277.91,1310.27,1250.96,1242.42,1077.11,1093.96,1049.2,1300.76,1019.85,1010.46,1003.6,1057.38,1026.46,1044.15,991.815,998.071,1076.87,1600.45,1453.8,1052.21,1048.12,1028.27,373.795,1697.9,1925.52,1671.55,1484.47,1526.46,1487.24
66.975,1202.52,1487.87,1374.31,1344.71,1304.41,1280.23,1279.75,1252.08,1226.82,1059.12,1086.67,1042.76,1332.92,1013.17,1006.55,998.249,1044.08,1017.14,1042.28,987.542,993.918,1072.47,1586.64,1468.02,1049.38,1049.62,1026.4,371.486,1686.97,1930.81,1653.4,1473.67,1501.34,1487.39
67.312,1204.26,1486.58,1364.73,1347.52,1294.35,1268.37,1294.47,1240.22,1230.36,1058.7,1091.78,1030.55,1320.34,1006.37,996.028,991.096,1040.18,1011.67,1041.5,971.728,988.088,1054.25,1591.6,1460.24,1053.53,1044.63,1008.9,377.48,1669.07,1922.65,1655.23,1464.81,1518.94,1480.69
67.6505,1197.8,1489.62,1371.02,1343.95,1288.02,1248.08,1293.07,1239.9,1220.9,1052.62,1074.63,1019.78,1319.53,1001.26,997.649,996.927,1044.08,1003.42,1044.68,986.703,993.078,1047.93,1573.58,1456.3,1050.45,1045.76,1020.26,371.803,1665.47,1916.87,1643.1,1469.29,1513.07,1472.18
67.9875,1189.91,1471.96,1358.41,1330.99,1285.89,1259.67,1290.82,1235.01,1228.75,1043.05,1071.67,1031.74,1319.56,1007.8,983.388,990.605,1040.4,1006.72,1031.38,977.976,983.388,1050.98,1582.73,1455.96,1043.53,1028.01,1019.71,369.252,1677.15,1931.54,1637.46,1453.67,1499.74,1470.87
68.3244,1186.11,1458.89,1359.91,1326.95,1263.81,1261.4,1281.61,1224.6,1205.84,1040.47,1066.08,1023.03,1302.18,1000.78,988.749,989.711,1040.71,997.529,1026.63,969.265,982.615,1045.28,1576.15,1448.67,1039.74,1031.69,1013.16,369.112,1673.45,1906.66,1629.31,1459.97,1490.52,1453.36
68.6629,1190.19,1455.99,1352.2,1321.17,1267.53,1253.58,1262.23,1228.08,1210.76,1045.63,1072.33,1026.75,1311.18,994.153,987.057,983.93,1035.29,995.115,1031.56,963.123,980.562,1046.59,1581.07,1451.18,1032.88,1025.9,1014.6,366.704,1674.76,1920.59,1642.89,1452.62,1480.4,1452.14
68.9998,1196.77,1461.98,1353.37,1326.3,1264.36,1252.45,1280,1215.65,1199.05,1049.55,1066.5,1023.08,1307.06,983.873,971.605,972.928,1018.15,987.482,1021.88,965.832,977.739,1025.73,1576,1448.27,1032.95,1039.8,1022.72,362.638,1680.64,1908.69,1633.98,1457.53,1492.89,1466.31
69.3367,1181.79,1452.21,1347.79,1323.25,1258.05,1252.28,1261.66,1220.76,1206.81,1036.59,1072.44,1016.74,1305.21,992.681,976.681,981.854,1033.82,997.011,1022.15,958.276,977.644,1029.37,1566.85,1442.83,1028.17,1034.18,1014.33,363.053,1663.57,1902.48,1633.62,1440.78,1487.46,1454.98
69.6737,1193.71,1460.22,1340.02,1322.94,1256.16,1242.68,1275.53,1210.8,1196.36,1036.09,1054.98,1008.66,1298.63,995.902,963.536,976.29,1015.76,983.389,1012.99,957.399,964.619,1033.44,1562.26,1424.85,1031.16,1040.78,1014.31,366.62,1653.58,1896.99,1630,1439.53,1493.55,1445.18
70.0121,1197.61,1457.8,1344.19,1310.86,1255.74,1237.68,1252.97,1208.92,1196.04,1042.11,1054.27,1003.24,1297.02,992.65,975.922,972.913,1028.64,984.948,1018.77,962.563,973.515,1035.13,1565.52,1427.6,1032.25,1037.66,1016.36,362.616,1667.45,1895.16,1629.3,1442.64,1485.73,1439.03
