-177.758	740.529
-177.403	735.329
-177.049	747.299
-176.694	757.084
-176.339	761.085
-175.985	755.447
-175.63	759.754
-175.274	754.394
-174.921	756.012
-174.565	757.461
-174.212	752.461
-173.856	764.32
-173.501	760.866
-173.148	755.041
-172.792	759.413
-172.437	762.526
-172.084	763.658
-171.729	755.438
-171.375	758.818
-171.02	758.917
-170.665	768.296
-170.311	762.717
-169.956	765.787
-169.603	759.527
-169.248	760.398
-168.895	772.316
-168.54	762.914
-168.186	768.358
-167.831	784.096
-167.478	766.487
-167.123	767.316
-166.77	759.424
-166.415	776.864
-166.061	770.356
-165.707	777.136
-165.353	768.458
-164.999	773.687
-164.645	776.985
-164.29	783.523
-163.937	779.549
-163.583	781.025
-163.229	769.496
-162.875	789.656
-162.521	772.025
-162.167	785.145
-161.814	791.877
-161.461	774.543
-161.106	791.414
-160.753	778.684
-160.398	776.937
-160.045	776.519
-159.692	791.062
-159.338	781.543
-158.985	788.156
-158.63	793.552
-158.277	782.341
-157.924	795.485
-157.57	807.21
-157.217	799.868
-156.864	800.494
-156.509	794.89
-156.157	801.607
-155.804	796.855
-155.449	806.51
-155.097	800.373
-154.744	804.431
-154.389	815.107
-154.037	806.852
-153.684	809.727
-153.33	800.772
-152.977	801.838
-152.624	818.694
-152.271	813.05
-151.917	810.941
-151.565	813.24
-151.212	812.112
-150.859	813.829
-150.505	819.135
-150.153	818.593
-149.8	825.561
-149.447	818.08
-149.093	824.702
-148.741	819.664
-148.388	823.311
-148.036	819.823
-147.683	826.495
-147.331	827.4
-146.977	820.224
-146.624	832.558
-146.272	826.413
-145.919	829.117
-145.567	809.891
-145.215	823.991
-144.861	836.093
-144.508	831.594
-144.156	834.136
-143.804	833.309
-143.451	835.998
-143.099	836.973
-142.747	847.66
-142.395	834.931
-142.041	832.466
-141.689	832.31
-141.336	840.803
-140.984	845.788
-140.632	844.764
-140.28	849.44
-139.928	847.656
-139.576	851.165
-139.223	843.816
-138.871	841.443
-138.519	850.455
-138.167	844.572
-137.815	847.089
-137.463	843.943
-137.111	855.443
-136.759	850.1
-136.407	856.385
-136.055	854.27
-135.703	852.159
-135.351	860.2
-134.999	865.181
-134.647	850.991
-134.295	854.894
-133.944	876.076
-133.592	859.698
-133.24	859.092
-132.888	856.039
-132.536	845.125
-132.184	866.147
-131.833	861.976
-131.481	879.643
-131.129	863.029
-130.779	881.972
-130.427	861.083
-130.075	864.223
-129.724	872.593
-129.372	879.336
-129.02	875.595
-128.669	869.614
-128.317	885.924
-127.967	875.986
-127.615	877.604
-127.264	875.738
-126.912	883.162
-126.561	864.378
-126.209	870.442
-125.859	874.899
-125.508	884.748
-125.156	887.687
-124.805	883.46
-124.453	876.913
-124.103	890.452
-123.752	889.365
-123.4	894.353
-123.049	894.145
-122.698	889.691
-122.348	886.728
-121.996	907.128
-121.645	892.651
-121.294	899.998
