Wavenumber,Original,Baseline,Corrected
19.8258,1499.37,1456.0273368304502,43.34266316954972
20.1664,1478.96,1446.1450949543378,32.81490504566227
20.5084,1478.88,1436.2705434178204,42.609456582179746
20.849,1447.22,1426.4113725604925,20.808627439507518
21.1895,1449.67,1416.5752727219485,33.09472727805155
21.5299,1428.1,1406.7699342417827,21.330065758217188
21.8704,1411.37,1397.0030474595894,14.366952540410466
22.2124,1397.26,1387.2823027149627,9.977697285037266
22.5529,1382.6,1377.6153903474963,4.98460965250365
22.8933,1368.01,1368.0100006967825,-6.967825356696267e-07
23.2337,1371.32,1358.4738241024154,12.846175897584544
23.5741,1356.16,1349.006433301148,7.153566698852046
23.9145,1346.68,1339.6074010321968,7.0725989678032875
24.2564,1342.61,1330.2763000347788,12.333699965221058
24.5968,1323.53,1321.0127030481124,2.5172969518876016
24.9371,1319.41,1311.816182811416,7.593817188584126
25.2774,1312.05,1302.686312063908,9.363687936091992
25.6177,1294.99,1293.622663544806,1.3673364551939358
25.958,1298.35,1284.6248099933289,13.725190006671028
26.2983,1289.54,1275.6925750154649,13.84742498453511
26.6386,1290.91,1266.8257822172034,24.084217782796713
26.9789,1271.48,1258.0242552045331,13.455744795466899
27.3191,1266.82,1249.287817583442,17.532182416558044
27.6608,1270.38,1240.616292959917,29.76370704008309
28.0011,1259.85,1232.0095049399458,27.84049506005408
28.3413,1257.93,1223.4672771295152,34.46272287048487
28.6814,1241.28,1214.989433134612,26.290566865387973
29.0216,1237.13,1206.5757965612236,30.55420343877654
29.3618,1260.28,1198.2261910153375,62.05380898466251
29.7019,1239.24,1189.94044010294,49.29955989705991
30.042,1238.47,1181.7183674300181,56.75163256998189
30.3821,1230.16,1173.5597966025582,56.600203397441874
30.7222,1229.7,1165.4645512265465,64.23544877345353
31.0623,1225.19,1157.4324549079686,67.75754509203148
31.4024,1225.47,1149.4633312528101,76.0066687471899
31.7424,1203.15,1141.5570038670578,61.59299613294229
32.0825,1217.52,1133.7132963566976,83.8067036433024
32.4225,1204.11,1125.9320323277157,78.17796767228424
32.7625,1213.74,1118.2130353860973,95.52696461390269
33.1025,1193.81,1110.556129137829,83.25387086217097
33.4425,1186.42,1102.9611371888966,83.45886281110347
33.7824,1189.06,1095.427883145287,93.63211685471288
34.1224,1193.16,1087.9561906129866,105.20380938701351
34.4623,1191.12,1080.5458831979804,110.57411680201949
34.8022,1175.59,1073.1967845062545,102.3932154937454
35.1421,1180.21,1065.9087181437949,114.30128185620515
35.482,1176.42,1058.681507716588,117.73849228341214
35.8204,1182.36,1051.51497683062,130.84502316937983
36.1602,1180.57,1044.4089490918773,136.16105090812266
36.5001,1174.25,1037.363248106345,136.88675189365495
36.8399,1167.2,1030.377697480009,136.82230251999113
37.1797,1158.6,1023.4521208188536,135.14787918114632
37.5195,1153.8,1016.5863417288631,137.21365827113686
37.8593,1157.18,1009.7801838160219,147.39981618397815
38.1991,1160.4,1003.0334706863142,157.36652931368587
38.5389,1154.04,996.3460259457238,157.69397405427617
38.8771,1155.74,989.717673200235,166.02232679976498
39.2168,1147.11,983.1482360558326,163.96176394416727
39.5565,1131.99,976.6375381185015,155.35246188149847
39.8962,1140.68,970.1854029942268,170.49459700577324
40.2359,1145.73,963.7916542889933,181.93834571100672
40.5756,1145.69,957.4561156087859,188.23388439121413
40.9152,1144.33,951.1786105595899,193.15138944041007
41.2534,1136.97,944.958962747391,192.01103725260907
41.593,1126.28,938.7969957781746,187.48300422182535
41.9326,1142.09,932.6925332579267,209.39746674207322
42.2722,1130.31,926.6453987926333,203.66460120736667
42.6118,1119.18,920.6554159882797,198.52458401172032
42.9498,1135.13,914.7224084508515,220.4075915491486
43.2894,1129.5,908.8461997863338,220.65380021366616
43.6289,1129.1,903.0266136007123,226.07338639928764
43.9684,1121.02,897.2634734999725,223.75652650002746
44.3064,1121.7,891.5566030901005,230.1433969098996
44.6459,1106.99,885.9058259770818,221.0841740229182
44.9854,1112.78,880.3109657669023,232.46903423309766
45.3249,1120.68,874.7718460655478,245.90815393445223
45.6628,1115.03,869.2882904790041,245.74170952099587
46.0023,1115.51,863.8601226132572,251.6498773867428
46.3417,1114.45,858.4871660742932,255.96283392570683
46.6811,1113.75,853.1692444680973,260.5807555319027
47.019,1114.86,847.9061814006552,266.9538185993447
47.3583,1123.59,842.697800477953,280.8921995220469
47.6977,1110.02,837.5439253059765,272.4760746940235
48.0355,1105.7,832.4443794907112,273.25562050928886
48.3749,1102.4,827.3989866381429,275.0010133618572
48.7142,1087.22,822.4075703542582,264.8124296457419
49.052,1098.93,817.4699542450431,281.4600457549569
49.3913,1095.41,812.5859619164845,282.8240380835156
49.7305,1092.55,807.7554169745684,284.7945830254315
50.0683,1086.13,802.9781430252815,283.1518569747186
50.4075,1095.3,798.2539636746103,297.04603632538965
50.7468,1081.56,793.5827025285415,287.9772974714584
51.0845,1084.25,788.9641831930624,295.28581680693765
51.4237,1074.89,784.3982292741601,290.49177072583996
51.7629,1094.25,779.8846643778224,314.36533562217755
52.1005,1081.61,775.423312110037,306.18668788996285
52.4397,1092.24,771.0139960767923,321.2260039232077
52.7773,1066.98,766.6565398840761,300.3234601159239
53.1164,1082.1,762.3507671378759,319.749232862124
53.4556,1078.13,758.0965014441787,320.03349855582144
53.7932,1076.79,753.8935664089711,322.8964335910289
54.1322,1079.85,749.741785638239,330.10821436176093
54.4698,1061.17,745.6409827379688,315.5290172620313
54.8089,1067.87,741.5909813141462,326.27901868585366
55.1464,1064.23,737.5916049727567,326.6383950272433
55.4854,1069.86,733.6426773197861,336.2173226802138
55.8244,1067.82,729.7440219612206,338.07597803877934
56.1619,1066.85,725.8954625030465,340.95453749695344
56.5009,1076.52,722.0968225512498,354.42317744875015
56.8383,1066.43,718.3479257118165,348.08207428818355
57.1773,1063.33,714.648595590732,348.6814044092679
57.5147,1061.99,710.9986557939818,350.9913442060182
57.8537,1063.29,707.3979299275509,355.8920700724491
58.1911,1065.11,703.8462415974244,361.2637584025755
58.53,1059.18,700.3434144095872,358.8365855904128
58.8673,1060.29,696.8892719700236,363.40072802997634
59.2062,1056.89,693.4836378847185,363.4063621152816
59.5435,1054.89,690.1263357596565,364.7636642403436
59.8824,1054.87,686.8171892008227,368.0528107991772
60.2197,1043.43,683.5560218142022,359.8739781857979
60.5585,1049.42,680.3426572057795,369.0773427942206
60.8958,1037.71,677.1769189815393,360.53308101846073
61.233,1047.41,674.058630747467,373.3513692525331
61.5718,1040.55,670.9876161095472,369.5623838904528
61.909,1047.61,667.9636986737642,379.64630132623574
62.2478,1039.53,664.9867020461023,374.54329795389765
62.585,1026.79,662.0564498325456,364.7335501674544
62.9237,1039.54,659.1727656390781,380.3672343609219
63.2609,1031.34,656.3354730716839,375.00452692831607
63.5981,1025.2,653.5443957363473,371.6556042636528
63.9367,1033.82,650.7993572390529,383.020642760947
64.2739,1032.35,648.1001811857851,384.2498188142148
64.611,1028.94,645.4466911825284,383.49330881747164
64.9496,1034.57,642.8387108352674,391.7312891647325
65.2867,1038.07,640.2760637499869,397.7939362500131
65.6253,1019.37,637.7585735326712,381.6114264673288
65.9623,1022.35,635.286063789305,387.06393621069503
66.2994,1036.78,632.8583581258732,403.92164187412675
66.6379,1028.27,630.4752801483612,397.7947198516388
66.975,1026.4,628.1366534627539,398.2633465372462
67.312,1008.9,625.8423016750355,383.05769832496446
67.6505,1020.26,623.5920483911912,396.66795160880883
67.9875,1019.71,621.3857172172059,398.32428278279417
68.3244,1013.16,619.2231317590648,393.93686824093515
68.6629,1014.6,617.1041156227528,397.4958843772472
68.9998,1022.72,615.0284924142542,407.69150758574585
69.3367,1014.33,612.9960857395531,401.33391426044693
69.6737,1014.31,611.0067192046341,403.3032807953658
70.0121,1016.36,609.0602164154814,407.29978358451865
70.3489,1003.8,607.156400978079,396.643599021921
70.6858,1024.37,605.2950964984107,419.07490350158923
71.0226,1011.7,603.4761265824601,408.22387341753995
71.361,1010.34,601.6993148362111,408.64068516378893
71.6978,1016.59,599.9644848656471,416.6255151343529
72.0346,1010.55,598.2714602767519,412.27853972324806
72.3714,1020.47,596.6200646755088,423.8499353244912
72.7097,1002.86,595.0101216679016,407.84987833209846
73.0465,1001.65,593.4414548599136,408.20854514008636
73.3832,1012.01,591.9138878575287,420.09611214247127
73.7199,1001.15,590.4272442667303,410.72275573326965
74.0566,1009.75,588.9813476935021,420.76865230649787
74.3949,1001.97,587.576021743828,414.393978256172
74.7316,998.599,586.2110900236922,412.3879099763078
75.0682,1003.84,584.886376139078,418.953623860922
75.4049,1001.11,583.601703695969,417.508296304031
75.7415,991.698,582.3568963003485,409.3411036996515
76.0797,1012.72,581.1517775581993,431.5682224418007
76.4163,997.139,579.9861710755048,417.1528289244952
76.7529,1002.47,578.8599004582478,423.6100995417522
77.0895,996.155,577.7727893124113,418.38221068758867
77.4261,990.792,576.7246612439778,414.0673387560222
77.7626,993.923,575.7153398589301,418.20766014106994
78.0992,993.604,574.7446487632509,418.85935123674915
78.4357,998.209,573.8124115629231,424.39658843707684
78.7737,990.988,572.9184518639297,418.06954813607035
79.1102,990.917,572.0625932722535,418.85440672774655
79.4467,998.592,571.2446593938772,427.34734060612277
79.7832,1004.27,570.4644738347838,433.8055261652162
80.1197,974.536,569.7218602009563,404.8141397990437
80.4561,989.602,569.0166420983774,420.5853579016226
80.7925,998.851,568.34864313303,430.50235686697
81.1289,990.273,567.7176869108976,422.55531308910247
81.4653,983.226,567.1235970379629,416.1024029620371
81.8017,990.558,566.5661971202093,423.9918028797907
82.1381,980.818,566.0453107636201,414.77268923637985
82.4745,988.476,565.5607615741785,422.9152384258215
82.8108,973.239,565.1123731578676,408.1266268421324
83.1471,994.383,564.6999691206709,429.6830308793292
83.4835,978.664,564.3233730685712,414.3406269314288
83.8198,975.849,563.9824086075515,411.8665913924485
84.156,982.211,563.6768993435946,418.53410065640537
84.4923,985.391,563.4066688826831,421.98433111731686
84.8286,977.701,563.1715408307995,414.52945916920055
85.1648,979.975,562.9713387939262,417.00366120607384
85.501,973.272,562.8058863780454,410.4661136219546
85.8373,969.58,562.6750071891394,406.9049928108607
86.1735,987.005,562.5785248331899,424.42647516681006
86.5096,985.662,562.5162629161791,423.1457370838209
86.8458,978.377,562.4880450440891,415.8889549559109
87.182,980.003,562.4936948229022,417.5093051770979
87.5181,975.059,562.5330358586001,412.52596414139987
87.8542,978.862,562.6058917571644,416.2561082428356
88.1904,964.513,562.7120861245763,401.8009138754237
88.5265,975.045,562.8514425668176,412.1935574331824
88.8625,971.099,563.0237846898701,408.0752153101299
89.1986,965.393,563.2289360997157,402.1640639002843
89.5347,968.258,563.4667204023361,404.7912795976639
89.8707,968.451,563.7369612037135,404.71403879628656
90.2052,978.0,564.0394821098296,413.9605178901704
90.5412,965.653,564.3741067266669,401.2788932733331
90.8772,975.681,564.7406586602079,410.9403413397921
91.2132,975.136,565.1389615164348,409.9970384835651
91.5492,971.929,565.5688389013297,406.36016109867023
91.8852,972.636,566.0301144208748,406.60588557912513
92.2211,971.704,566.5226116810522,405.1813883189477
92.5555,969.325,567.0461542878444,402.27884571215566
92.8914,957.058,567.6005658472342,389.4574341527658
93.2273,959.601,568.1856699652043,391.4153300347957
93.5632,969.029,568.8012902477375,400.2277097522625
93.8991,959.663,569.447250300816,390.215749699184
94.2349,975.107,570.123373730422,404.98362626957794
94.5693,974.334,570.8294841425377,403.50451585746225
94.9051,981.127,571.5654051431454,409.5615948568545
95.2409,963.196,572.3309603382274,390.8650396617726
95.5767,961.932,573.1259733337662,388.80602666623383
95.9125,963.987,573.9502677357442,390.03673226425576
96.2468,973.421,574.8036671501441,398.617332849856
96.5825,964.323,575.6859951829485,388.63700481705143
96.9183,958.926,576.5970754401403,382.32892455985973
97.254,968.198,577.5367315277023,390.6612684722977
97.5882,952.99,578.5047870516173,374.4852129483827
97.9239,959.388,579.5010656178682,379.8869343821318
98.2596,952.155,580.5253908324379,371.6296091675621
98.5952,960.873,581.577586301309,379.29541369869105
98.9294,965.923,582.6574756304643,383.2655243695357
99.265,961.686,583.7648824258866,377.9211175741134
99.6007,956.708,584.8996302935587,371.8083697064412
99.9348,955.739,586.0615428394632,369.67745716053685
100.27,960.213,587.2504436695826,372.9625563304173
100.606,956.49,588.4661563898997,368.02384361010036
100.94,959.178,589.7085046063969,369.4694953936031
101.276,955.294,590.9773119250567,364.3166880749433
101.611,956.316,592.2724019518614,364.0435980481386
101.945,958.808,593.5935982927939,365.2144017072061
102.281,948.39,594.9407245538372,353.4492754461628
102.616,950.903,596.3136043409748,354.5893956590252
102.95,949.137,597.7120612601902,351.4249387398097
103.286,960.876,599.1359189174669,361.74008108253304
103.621,960.641,600.5850009187884,360.05599908121155
103.955,951.517,602.0591308701381,349.45786912986193
104.29,954.125,603.5581323775,350.5668676225
104.626,954.959,605.0818290468578,349.8771709531421
104.96,958.393,606.6300444841957,351.7629555158044
105.295,946.773,608.2026022954975,338.5703977045025
105.629,952.242,609.7993260867474,342.4426739132525
105.964,954.717,611.4200394639294,343.2969605360706
106.3,958.154,613.0645660330273,345.0894339669727
106.633,946.607,614.7327294000252,331.8742705999748
106.969,951.366,616.4243531709072,334.94164682909275
107.303,955.74,618.1392609516573,337.6007390483427
107.638,951.566,619.8772763482593,331.6887236517407
107.972,948.773,621.6382229666971,327.13477703330295
108.307,953.249,623.4219244129547,329.82707558704533
108.641,946.846,625.2282042930162,321.61779570698377
108.976,951.617,627.0568862128657,324.56011378713424
109.31,943.538,628.9077937784871,314.63020622151294
109.645,947.02,630.7807505958646,316.2392494041354
109.978,948.517,632.6755802709826,315.8414197290175
110.314,959.716,634.5921064098253,325.1238935901747
110.647,953.871,636.5301526183777,317.3408473816223
110.982,947.702,638.4895425026248,309.2124574973752
111.316,956.514,640.4700996685518,316.0439003314482
111.651,954.216,642.4716477221442,311.7443522778558
111.985,945.991,644.4940102693878,301.4969897306122
112.32,956.176,646.5370109162686,309.6389890837314
112.653,945.086,648.6004732687727,296.4855267312273
112.988,956.782,650.6842209328859,306.0977790671142
113.322,949.293,652.7880775145937,296.50492248540627
113.657,961.256,654.911866619882,306.344133380118
113.99,950.922,657.055411854736,293.866588145264
114.324,960.507,659.2185368251415,301.2884631748584
114.659,950.533,661.4010651370841,289.13193486291595
114.992,951.63,663.6028203965493,288.0271796034507
115.327,951.368,665.8236262095231,285.5443737904769
115.661,961.604,668.0633061819912,293.5406938180089
115.994,962.456,670.3216839199388,292.13431608006124
116.329,954.245,672.5985830293519,281.64641697064815
116.663,960.183,674.8938271162162,285.28917288378375
116.997,962.233,677.2072397865181,285.0257602134818
117.331,957.683,679.5386446462434,278.1443553537566
117.664,954.171,681.887865301378,272.283134698622
117.999,970.054,684.2547253579082,285.79927464209175
118.332,961.502,686.6390484218194,274.8629515781805
118.666,972.636,689.0406580990974,283.59534190090255
119.0,946.735,691.459377995728,255.275622004272
119.334,969.703,693.8950317176975,275.80796828230245
119.667,964.316,696.3474428709922,267.9685571290079
120.002,959.899,698.8164350615976,261.08256493840236
120.335,972.291,701.3018318955001,270.9891681045
120.668,958.759,703.803456978686,254.95554302131404
121.001,965.186,706.3211339171417,258.8648660828584
121.336,964.028,708.8546863168535,255.1733136831465
121.669,952.811,711.4039377838081,241.4070622161919
122.002,972.659,713.9687119239918,258.6902880760082
122.337,969.317,716.5488323433909,252.76816765660908
122.67,976.419,719.1441226479916,257.2748773520084
123.003,967.883,721.75440644378,246.12859355622004
123.336,965.499,724.3795073367423,241.1194926632577
123.671,969.569,727.0192489328643,242.54975106713562
124.004,978.224,729.6734548381316,248.5505451618684
124.337,965.47,732.3419486585301,233.12805134146993
124.67,959.309,735.0245540000453,224.28444599995464
125.003,962.676,737.7210944686632,224.95490553133686
125.338,968.555,740.4313936703693,228.12360632963066
125.671,960.929,743.1552752111494,217.7737247888506
126.004,970.338,745.8925626969897,224.4454373030103
126.337,962.955,748.6430797338759,214.31192026612416
126.67,970.941,751.4066499277936,219.5343500722064
127.004,979.104,754.1830968847288,224.92090311527124
127.337,966.041,756.9722442106674,209.0687557893326
127.67,965.479,759.773915511595,205.70508448840508
128.003,970.613,762.5879343934968,208.0250656065033
128.336,960.132,765.4141244623582,194.7178755376417
128.669,959.787,768.2523093241646,191.53469067583546
129.002,965.843,771.102312584901,194.74068741509893
129.336,963.651,773.9639578505527,189.68704214944728
129.669,972.099,776.8370687271043,195.2619312728957
130.002,973.292,779.7214688205416,193.57053117945838
130.335,973.066,782.6169817368494,190.4490182631506
130.667,969.971,785.5234310820122,184.44756891798784
131.0,981.142,788.4406404620146,192.70135953798547
131.333,967.938,791.3684334828415,176.56956651715848
131.666,968.372,794.306633750478,174.06536624952196
131.998,966.826,797.2550648709092,169.5709351290908
132.331,971.724,800.2135504501205,171.51044954987958
132.665,972.335,803.1819140940975,169.15308590590257
132.998,964.594,806.1599794088262,158.43402059117386
133.331,969.032,809.1475700002927,159.88442999970732
133.663,972.329,812.1445094744832,160.1844905255167
133.996,973.355,815.1506214373841,158.20437856261594
134.329,968.007,818.1657294949816,149.84127050501831
134.661,975.178,821.1896572532626,153.98834274673743
134.994,974.428,824.2222283182132,150.2057716817868
135.327,961.84,827.2632662958192,134.5767337041808
135.659,974.671,830.3125947920666,144.3584052079334
135.992,981.714,833.3700374129413,148.34396258705874
136.324,977.331,836.4354177644285,140.8955822355715
136.657,973.462,839.5085594525137,133.95344054748625
136.989,983.592,842.5892860831832,141.0027139168168
137.322,977.11,845.6774212624227,131.43257873757727
137.654,976.135,848.7727885962179,127.36221140378211
137.987,973.335,851.875211690555,121.459788309445
138.319,972.796,854.9845141514205,117.81148584857954
138.652,953.955,858.1005195848005,95.85448041519953
138.983,985.889,861.223051596681,124.66594840331902
139.315,975.573,864.3519337930474,111.22106620695263
139.648,986.331,867.4869897798858,118.84401022011423
139.98,978.663,870.6280431631822,108.03495683681786
140.312,985.237,873.7749175489216,111.46208245107835
140.645,973.682,876.9274365430891,96.75456345691089
140.977,980.0,880.0854237516697,99.91457624833026
141.309,973.727,883.248702780648,90.47829721935193
141.642,988.861,886.4170972360093,102.44390276399065
141.974,974.105,889.5904307237382,84.5145692762618
142.305,982.791,892.7685268498194,90.02247315018064
142.637,985.695,895.9512092202377,89.74379077976232
142.97,984.511,899.1383014409782,85.37269855902173
143.302,981.766,902.3296271180258,79.4363728819742
143.634,979.019,905.5250098573653,73.49399014263474
